,category,source,freq,ticker,cut,fields,sourceticker
435,fx-forwards,bloomberg,daily,EURUSD1W,BGN,close,EURUSD1W BGN Curncy
436,fx-forwards,bloomberg,daily,EURUSD2W,BGN,close,EURUSD2W BGN Curncy
437,fx-forwards,bloomberg,daily,EURUSD3W,BGN,close,EURUSD3W BGN Curncy
438,fx-forwards,bloomberg,daily,EURUSD1M,BGN,close,EURUSD1M BGN Curncy
439,fx-forwards,bloomberg,daily,EURUSD2M,BGN,close,EURUSD2M BGN Curncy
440,fx-forwards,bloomberg,daily,EURUSD3M,BGN,close,EURUSD3M BGN Curncy
441,fx-forwards,bloomberg,daily,EURUSD4M,BGN,close,EURUSD4M BGN Curncy
442,fx-forwards,bloomberg,daily,EURUSD6M,BGN,close,EURUSD6M BGN Curncy
443,fx-forwards,bloomberg,daily,EURUSD9M,BGN,close,EURUSD9M BGN Curncy
444,fx-forwards,bloomberg,daily,EURUSD12M,BGN,close,EURUSD12M BGN Curncy
445,fx-forwards,bloomberg,daily,EURUSD2Y,BGN,close,EURUSD2Y BGN Curncy
446,fx-forwards,bloomberg,daily,EURUSD3Y,BGN,close,EURUSD3Y BGN Curncy
447,fx-forwards,bloomberg,daily,EURUSD5Y,BGN,close,EURUSD5Y BGN Curncy
448,fx-forwards,bloomberg,daily,GBPUSDON,BGN,close,GBPUSDON BGN Curncy
449,fx-forwards,bloomberg,daily,GBPUSD1W,BGN,close,GBPUSD1W BGN Curncy
450,fx-forwards,bloomberg,daily,GBPUSD2W,BGN,close,GBPUSD2W BGN Curncy
451,fx-forwards,bloomberg,daily,GBPUSD3W,BGN,close,GBPUSD3W BGN Curncy
452,fx-forwards,bloomberg,daily,GBPUSD1M,BGN,close,GBPUSD1M BGN Curncy
453,fx-forwards,bloomberg,daily,GBPUSD2M,BGN,close,GBPUSD2M BGN Curncy
454,fx-forwards,bloomberg,daily,GBPUSD3M,BGN,close,GBPUSD3M BGN Curncy
455,fx-forwards,bloomberg,daily,GBPUSD4M,BGN,close,GBPUSD4M BGN Curncy
456,fx-forwards,bloomberg,daily,GBPUSD6M,BGN,close,GBPUSD6M BGN Curncy
457,fx-forwards,bloomberg,daily,GBPUSD9M,BGN,close,GBPUSD9M BGN Curncy
458,fx-forwards,bloomberg,daily,GBPUSD12M,BGN,close,GBPUSD12M BGN Curncy
459,fx-forwards,bloomberg,daily,GBPUSD2Y,BGN,close,GBPUSD2Y BGN Curncy
460,fx-forwards,bloomberg,daily,GBPUSD3Y,BGN,close,GBPUSD3Y BGN Curncy
461,fx-forwards,bloomberg,daily,GBPUSD5Y,BGN,close,GBPUSD5Y BGN Curncy
462,fx-forwards,bloomberg,daily,AUDUSDON,BGN,close,AUDUSDON BGN Curncy
463,fx-forwards,bloomberg,daily,AUDUSD1W,BGN,close,AUDUSD1W BGN Curncy
464,fx-forwards,bloomberg,daily,AUDUSD2W,BGN,close,AUDUSD2W BGN Curncy
465,fx-forwards,bloomberg,daily,AUDUSD3W,BGN,close,AUDUSD3W BGN Curncy
466,fx-forwards,bloomberg,daily,AUDUSD1M,BGN,close,AUDUSD1M BGN Curncy
467,fx-forwards,bloomberg,daily,AUDUSD2M,BGN,close,AUDUSD2M BGN Curncy
468,fx-forwards,bloomberg,daily,AUDUSD3M,BGN,close,AUDUSD3M BGN Curncy
469,fx-forwards,bloomberg,daily,AUDUSD4M,BGN,close,AUDUSD4M BGN Curncy
470,fx-forwards,bloomberg,daily,AUDUSD6M,BGN,close,AUDUSD6M BGN Curncy
471,fx-forwards,bloomberg,daily,AUDUSD9M,BGN,close,AUDUSD9M BGN Curncy
472,fx-forwards,bloomberg,daily,AUDUSD12M,BGN,close,AUDUSD12M BGN Curncy
473,fx-forwards,bloomberg,daily,AUDUSD2Y,BGN,close,AUDUSD2Y BGN Curncy
474,fx-forwards,bloomberg,daily,AUDUSD3Y,BGN,close,AUDUSD3Y BGN Curncy
475,fx-forwards,bloomberg,daily,AUDUSD5Y,BGN,close,AUDUSD5Y BGN Curncy
476,fx-forwards,bloomberg,daily,NZDUSDON,BGN,close,NZDUSDON BGN Curncy
477,fx-forwards,bloomberg,daily,NZDUSD1W,BGN,close,NZDUSD1W BGN Curncy
478,fx-forwards,bloomberg,daily,NZDUSD2W,BGN,close,NZDUSD2W BGN Curncy
479,fx-forwards,bloomberg,daily,NZDUSD3W,BGN,close,NZDUSD3W BGN Curncy
480,fx-forwards,bloomberg,daily,NZDUSD1M,BGN,close,NZDUSD1M BGN Curncy
481,fx-forwards,bloomberg,daily,NZDUSD2M,BGN,close,NZDUSD2M BGN Curncy
482,fx-forwards,bloomberg,daily,NZDUSD3M,BGN,close,NZDUSD3M BGN Curncy
483,fx-forwards,bloomberg,daily,NZDUSD4M,BGN,close,NZDUSD4M BGN Curncy
484,fx-forwards,bloomberg,daily,NZDUSD6M,BGN,close,NZDUSD6M BGN Curncy
485,fx-forwards,bloomberg,daily,NZDUSD9M,BGN,close,NZDUSD9M BGN Curncy
486,fx-forwards,bloomberg,daily,NZDUSD12M,BGN,close,NZDUSD12M BGN Curncy
487,fx-forwards,bloomberg,daily,NZDUSD2Y,BGN,close,NZDUSD2Y BGN Curncy
488,fx-forwards,bloomberg,daily,NZDUSD3Y,BGN,close,NZDUSD3Y BGN Curncy
489,fx-forwards,bloomberg,daily,NZDUSD5Y,BGN,close,NZDUSD5Y BGN Curncy
490,fx-forwards,bloomberg,daily,USDCADON,BGN,close,USDCADON BGN Curncy
491,fx-forwards,bloomberg,daily,USDCAD1W,BGN,close,USDCAD1W BGN Curncy
492,fx-forwards,bloomberg,daily,USDCAD2W,BGN,close,USDCAD2W BGN Curncy
493,fx-forwards,bloomberg,daily,USDCAD3W,BGN,close,USDCAD3W BGN Curncy
494,fx-forwards,bloomberg,daily,USDCAD1M,BGN,close,USDCAD1M BGN Curncy
495,fx-forwards,bloomberg,daily,USDCAD2M,BGN,close,USDCAD2M BGN Curncy
496,fx-forwards,bloomberg,daily,USDCAD3M,BGN,close,USDCAD3M BGN Curncy
497,fx-forwards,bloomberg,daily,USDCAD4M,BGN,close,USDCAD4M BGN Curncy
498,fx-forwards,bloomberg,daily,USDCAD6M,BGN,close,USDCAD6M BGN Curncy
499,fx-forwards,bloomberg,daily,USDCAD9M,BGN,close,USDCAD9M BGN Curncy
500,fx-forwards,bloomberg,daily,USDCAD12M,BGN,close,USDCAD12M BGN Curncy
501,fx-forwards,bloomberg,daily,USDCAD2Y,BGN,close,USDCAD2Y BGN Curncy
502,fx-forwards,bloomberg,daily,USDCAD3Y,BGN,close,USDCAD3Y BGN Curncy
503,fx-forwards,bloomberg,daily,USDCAD5Y,BGN,close,USDCAD5Y BGN Curncy
504,fx-forwards,bloomberg,daily,USDCHFON,BGN,close,USDCHFON BGN Curncy
505,fx-forwards,bloomberg,daily,USDCHF1W,BGN,close,USDCHF1W BGN Curncy
506,fx-forwards,bloomberg,daily,USDCHF2W,BGN,close,USDCHF2W BGN Curncy
507,fx-forwards,bloomberg,daily,USDCHF3W,BGN,close,USDCHF3W BGN Curncy
508,fx-forwards,bloomberg,daily,USDCHF1M,BGN,close,USDCHF1M BGN Curncy
509,fx-forwards,bloomberg,daily,USDCHF2M,BGN,close,USDCHF2M BGN Curncy
510,fx-forwards,bloomberg,daily,USDCHF3M,BGN,close,USDCHF3M BGN Curncy
511,fx-forwards,bloomberg,daily,USDCHF4M,BGN,close,USDCHF4M BGN Curncy
512,fx-forwards,bloomberg,daily,USDCHF6M,BGN,close,USDCHF6M BGN Curncy
513,fx-forwards,bloomberg,daily,USDCHF9M,BGN,close,USDCHF9M BGN Curncy
514,fx-forwards,bloomberg,daily,USDCHF12M,BGN,close,USDCHF12M BGN Curncy
515,fx-forwards,bloomberg,daily,USDCHF2Y,BGN,close,USDCHF2Y BGN Curncy
516,fx-forwards,bloomberg,daily,USDCHF3Y,BGN,close,USDCHF3Y BGN Curncy
517,fx-forwards,bloomberg,daily,USDCHF5Y,BGN,close,USDCHF5Y BGN Curncy
518,fx-forwards,bloomberg,daily,EURNOKON,BGN,close,EURNOKON BGN Curncy
519,fx-forwards,bloomberg,daily,EURNOK1W,BGN,close,EURNOK1W BGN Curncy
520,fx-forwards,bloomberg,daily,EURNOK2W,BGN,close,EURNOK2W BGN Curncy
521,fx-forwards,bloomberg,daily,EURNOK3W,BGN,close,EURNOK3W BGN Curncy
522,fx-forwards,bloomberg,daily,EURNOK1M,BGN,close,EURNOK1M BGN Curncy
523,fx-forwards,bloomberg,daily,EURNOK2M,BGN,close,EURNOK2M BGN Curncy
524,fx-forwards,bloomberg,daily,EURNOK3M,BGN,close,EURNOK3M BGN Curncy
525,fx-forwards,bloomberg,daily,EURNOK4M,BGN,close,EURNOK4M BGN Curncy
526,fx-forwards,bloomberg,daily,EURNOK6M,BGN,close,EURNOK6M BGN Curncy
527,fx-forwards,bloomberg,daily,EURNOK9M,BGN,close,EURNOK9M BGN Curncy
528,fx-forwards,bloomberg,daily,EURNOK12M,BGN,close,EURNOK12M BGN Curncy
529,fx-forwards,bloomberg,daily,EURNOK2Y,BGN,close,EURNOK2Y BGN Curncy
530,fx-forwards,bloomberg,daily,EURNOK3Y,BGN,close,EURNOK3Y BGN Curncy
531,fx-forwards,bloomberg,daily,EURNOK5Y,BGN,close,EURNOK5Y BGN Curncy
532,fx-forwards,bloomberg,daily,EURSEKON,BGN,close,EURSEKON BGN Curncy
533,fx-forwards,bloomberg,daily,EURSEK1W,BGN,close,EURSEK1W BGN Curncy
534,fx-forwards,bloomberg,daily,EURSEK2W,BGN,close,EURSEK2W BGN Curncy
535,fx-forwards,bloomberg,daily,EURSEK3W,BGN,close,EURSEK3W BGN Curncy
536,fx-forwards,bloomberg,daily,EURSEK1M,BGN,close,EURSEK1M BGN Curncy
537,fx-forwards,bloomberg,daily,EURSEK2M,BGN,close,EURSEK2M BGN Curncy
538,fx-forwards,bloomberg,daily,EURSEK3M,BGN,close,EURSEK3M BGN Curncy
539,fx-forwards,bloomberg,daily,EURSEK4M,BGN,close,EURSEK4M BGN Curncy
540,fx-forwards,bloomberg,daily,EURSEK6M,BGN,close,EURSEK6M BGN Curncy
541,fx-forwards,bloomberg,daily,EURSEK9M,BGN,close,EURSEK9M BGN Curncy
542,fx-forwards,bloomberg,daily,EURSEK12M,BGN,close,EURSEK12M BGN Curncy
543,fx-forwards,bloomberg,daily,EURSEK2Y,BGN,close,EURSEK2Y BGN Curncy
544,fx-forwards,bloomberg,daily,EURSEK3Y,BGN,close,EURSEK3Y BGN Curncy
545,fx-forwards,bloomberg,daily,EURSEK5Y,BGN,close,EURSEK5Y BGN Curncy
546,fx-forwards,bloomberg,daily,USDJPYON,BGN,close,USDJPYON BGN Curncy
547,fx-forwards,bloomberg,daily,USDJPY1W,BGN,close,USDJPY1W BGN Curncy
548,fx-forwards,bloomberg,daily,USDJPY2W,BGN,close,USDJPY2W BGN Curncy
549,fx-forwards,bloomberg,daily,USDJPY3W,BGN,close,USDJPY3W BGN Curncy
550,fx-forwards,bloomberg,daily,USDJPY1M,BGN,close,USDJPY1M BGN Curncy
551,fx-forwards,bloomberg,daily,USDJPY2M,BGN,close,USDJPY2M BGN Curncy
552,fx-forwards,bloomberg,daily,USDJPY3M,BGN,close,USDJPY3M BGN Curncy
553,fx-forwards,bloomberg,daily,USDJPY4M,BGN,close,USDJPY4M BGN Curncy
554,fx-forwards,bloomberg,daily,USDJPY6M,BGN,close,USDJPY6M BGN Curncy
555,fx-forwards,bloomberg,daily,USDJPY9M,BGN,close,USDJPY9M BGN Curncy
556,fx-forwards,bloomberg,daily,USDJPY12M,BGN,close,USDJPY12M BGN Curncy
557,fx-forwards,bloomberg,daily,USDJPY2Y,BGN,close,USDJPY2Y BGN Curncy
558,fx-forwards,bloomberg,daily,USDJPY3Y,BGN,close,USDJPY3Y BGN Curncy
559,fx-forwards,bloomberg,daily,USDJPY5Y,BGN,close,USDJPY5Y BGN Curncy
560,fx-forwards,bloomberg,daily,USDNOKON,BGN,close,USDNOKON BGN Curncy
561,fx-forwards,bloomberg,daily,USDNOK1W,BGN,close,USDNOK1W BGN Curncy
562,fx-forwards,bloomberg,daily,USDNOK2W,BGN,close,USDNOK2W BGN Curncy
563,fx-forwards,bloomberg,daily,USDNOK3W,BGN,close,USDNOK3W BGN Curncy
564,fx-forwards,bloomberg,daily,USDNOK1M,BGN,close,USDNOK1M BGN Curncy
565,fx-forwards,bloomberg,daily,USDNOK2M,BGN,close,USDNOK2M BGN Curncy
566,fx-forwards,bloomberg,daily,USDNOK3M,BGN,close,USDNOK3M BGN Curncy
567,fx-forwards,bloomberg,daily,USDNOK4M,BGN,close,USDNOK4M BGN Curncy
568,fx-forwards,bloomberg,daily,USDNOK6M,BGN,close,USDNOK6M BGN Curncy
569,fx-forwards,bloomberg,daily,USDNOK9M,BGN,close,USDNOK9M BGN Curncy
570,fx-forwards,bloomberg,daily,USDNOK12M,BGN,close,USDNOK12M BGN Curncy
571,fx-forwards,bloomberg,daily,USDNOK2Y,BGN,close,USDNOK2Y BGN Curncy
572,fx-forwards,bloomberg,daily,USDNOK3Y,BGN,close,USDNOK3Y BGN Curncy
573,fx-forwards,bloomberg,daily,USDNOK5Y,BGN,close,USDNOK5Y BGN Curncy
574,fx-forwards,bloomberg,daily,USDSEKON,BGN,close,USDSEKON BGN Curncy
575,fx-forwards,bloomberg,daily,USDSEK1W,BGN,close,USDSEK1W BGN Curncy
576,fx-forwards,bloomberg,daily,USDSEK2W,BGN,close,USDSEK2W BGN Curncy
577,fx-forwards,bloomberg,daily,USDSEK3W,BGN,close,USDSEK3W BGN Curncy
578,fx-forwards,bloomberg,daily,USDSEK1M,BGN,close,USDSEK1M BGN Curncy
579,fx-forwards,bloomberg,daily,USDSEK2M,BGN,close,USDSEK2M BGN Curncy
580,fx-forwards,bloomberg,daily,USDSEK3M,BGN,close,USDSEK3M BGN Curncy
581,fx-forwards,bloomberg,daily,USDSEK4M,BGN,close,USDSEK4M BGN Curncy
582,fx-forwards,bloomberg,daily,USDSEK6M,BGN,close,USDSEK6M BGN Curncy
583,fx-forwards,bloomberg,daily,USDSEK9M,BGN,close,USDSEK9M BGN Curncy
584,fx-forwards,bloomberg,daily,USDSEK12M,BGN,close,USDSEK12M BGN Curncy
585,fx-forwards,bloomberg,daily,USDSEK2Y,BGN,close,USDSEK2Y BGN Curncy
586,fx-forwards,bloomberg,daily,USDSEK3Y,BGN,close,USDSEK3Y BGN Curncy
587,fx-forwards,bloomberg,daily,USDSEK5Y,BGN,close,USDSEK5Y BGN Curncy
588,fx-forwards,bloomberg,daily,EURJPYON,BGN,close,EURJPYON BGN Curncy
589,fx-forwards,bloomberg,daily,EURJPY1W,BGN,close,EURJPY1W BGN Curncy
590,fx-forwards,bloomberg,daily,EURJPY2W,BGN,close,EURJPY2W BGN Curncy
591,fx-forwards,bloomberg,daily,EURJPY3W,BGN,close,EURJPY3W BGN Curncy
592,fx-forwards,bloomberg,daily,EURJPY1M,BGN,close,EURJPY1M BGN Curncy
593,fx-forwards,bloomberg,daily,EURJPY2M,BGN,close,EURJPY2M BGN Curncy
594,fx-forwards,bloomberg,daily,EURJPY3M,BGN,close,EURJPY3M BGN Curncy
595,fx-forwards,bloomberg,daily,EURJPY4M,BGN,close,EURJPY4M BGN Curncy
596,fx-forwards,bloomberg,daily,EURJPY6M,BGN,close,EURJPY6M BGN Curncy
597,fx-forwards,bloomberg,daily,EURJPY9M,BGN,close,EURJPY9M BGN Curncy
598,fx-forwards,bloomberg,daily,EURJPY12M,BGN,close,EURJPY12M BGN Curncy
599,fx-forwards,bloomberg,daily,EURJPY2Y,BGN,close,EURJPY2Y BGN Curncy
600,fx-forwards,bloomberg,daily,EURJPY3Y,BGN,close,EURJPY3Y BGN Curncy
601,fx-forwards,bloomberg,daily,EURJPY5Y,BGN,close,EURJPY5Y BGN Curncy
602,fx-forwards,bloomberg,daily,AUDJPYON,BGN,close,AUDJPYON BGN Curncy
603,fx-forwards,bloomberg,daily,AUDJPY1W,BGN,close,AUDJPY1W BGN Curncy
604,fx-forwards,bloomberg,daily,AUDJPY2W,BGN,close,AUDJPY2W BGN Curncy
605,fx-forwards,bloomberg,daily,AUDJPY3W,BGN,close,AUDJPY3W BGN Curncy
606,fx-forwards,bloomberg,daily,AUDJPY1M,BGN,close,AUDJPY1M BGN Curncy
607,fx-forwards,bloomberg,daily,AUDJPY2M,BGN,close,AUDJPY2M BGN Curncy
608,fx-forwards,bloomberg,daily,AUDJPY3M,BGN,close,AUDJPY3M BGN Curncy
609,fx-forwards,bloomberg,daily,AUDJPY4M,BGN,close,AUDJPY4M BGN Curncy
610,fx-forwards,bloomberg,daily,AUDJPY6M,BGN,close,AUDJPY6M BGN Curncy
611,fx-forwards,bloomberg,daily,AUDJPY9M,BGN,close,AUDJPY9M BGN Curncy
612,fx-forwards,bloomberg,daily,AUDJPY12M,BGN,close,AUDJPY12M BGN Curncy
613,fx-forwards,bloomberg,daily,AUDJPY2Y,BGN,close,AUDJPY2Y BGN Curncy
614,fx-forwards,bloomberg,daily,AUDJPY3Y,BGN,close,AUDJPY3Y BGN Curncy
615,fx-forwards,bloomberg,daily,AUDJPY5Y,BGN,close,AUDJPY5Y BGN Curncy
616,fx-forwards,bloomberg,daily,NZDJPYON,BGN,close,NZDJPYON BGN Curncy
617,fx-forwards,bloomberg,daily,NZDJPY1W,BGN,close,NZDJPY1W BGN Curncy
618,fx-forwards,bloomberg,daily,NZDJPY2W,BGN,close,NZDJPY2W BGN Curncy
619,fx-forwards,bloomberg,daily,NZDJPY3W,BGN,close,NZDJPY3W BGN Curncy
620,fx-forwards,bloomberg,daily,NZDJPY1M,BGN,close,NZDJPY1M BGN Curncy
621,fx-forwards,bloomberg,daily,NZDJPY2M,BGN,close,NZDJPY2M BGN Curncy
622,fx-forwards,bloomberg,daily,NZDJPY3M,BGN,close,NZDJPY3M BGN Curncy
623,fx-forwards,bloomberg,daily,NZDJPY4M,BGN,close,NZDJPY4M BGN Curncy
624,fx-forwards,bloomberg,daily,NZDJPY6M,BGN,close,NZDJPY6M BGN Curncy
625,fx-forwards,bloomberg,daily,NZDJPY9M,BGN,close,NZDJPY9M BGN Curncy
626,fx-forwards,bloomberg,daily,NZDJPY12M,BGN,close,NZDJPY12M BGN Curncy
627,fx-forwards,bloomberg,daily,NZDJPY2Y,BGN,close,NZDJPY2Y BGN Curncy
628,fx-forwards,bloomberg,daily,NZDJPY3Y,BGN,close,NZDJPY3Y BGN Curncy
629,fx-forwards,bloomberg,daily,NZDJPY5Y,BGN,close,NZDJPY5Y BGN Curncy
630,fx-forwards,bloomberg,daily,EURGBPON,BGN,close,EURGBPON BGN Curncy
631,fx-forwards,bloomberg,daily,EURGBP1W,BGN,close,EURGBP1W BGN Curncy
632,fx-forwards,bloomberg,daily,EURGBP2W,BGN,close,EURGBP2W BGN Curncy
633,fx-forwards,bloomberg,daily,EURGBP3W,BGN,close,EURGBP3W BGN Curncy
634,fx-forwards,bloomberg,daily,EURGBP1M,BGN,close,EURGBP1M BGN Curncy
635,fx-forwards,bloomberg,daily,EURGBP2M,BGN,close,EURGBP2M BGN Curncy
636,fx-forwards,bloomberg,daily,EURGBP3M,BGN,close,EURGBP3M BGN Curncy
637,fx-forwards,bloomberg,daily,EURGBP4M,BGN,close,EURGBP4M BGN Curncy
638,fx-forwards,bloomberg,daily,EURGBP6M,BGN,close,EURGBP6M BGN Curncy
639,fx-forwards,bloomberg,daily,EURGBP9M,BGN,close,EURGBP9M BGN Curncy
640,fx-forwards,bloomberg,daily,EURGBP12M,BGN,close,EURGBP12M BGN Curncy
641,fx-forwards,bloomberg,daily,EURGBP2Y,BGN,close,EURGBP2Y BGN Curncy
642,fx-forwards,bloomberg,daily,EURGBP3Y,BGN,close,EURGBP3Y BGN Curncy
643,fx-forwards,bloomberg,daily,EURGBP5Y,BGN,close,EURGBP5Y BGN Curncy
644,fx-forwards,bloomberg,daily,EURCHFON,BGN,close,EURCHFON BGN Curncy
645,fx-forwards,bloomberg,daily,EURCHF1W,BGN,close,EURCHF1W BGN Curncy
646,fx-forwards,bloomberg,daily,EURCHF2W,BGN,close,EURCHF2W BGN Curncy
647,fx-forwards,bloomberg,daily,EURCHF3W,BGN,close,EURCHF3W BGN Curncy
648,fx-forwards,bloomberg,daily,EURCHF1M,BGN,close,EURCHF1M BGN Curncy
649,fx-forwards,bloomberg,daily,EURCHF2M,BGN,close,EURCHF2M BGN Curncy
650,fx-forwards,bloomberg,daily,EURCHF3M,BGN,close,EURCHF3M BGN Curncy
651,fx-forwards,bloomberg,daily,EURCHF4M,BGN,close,EURCHF4M BGN Curncy
652,fx-forwards,bloomberg,daily,EURCHF6M,BGN,close,EURCHF6M BGN Curncy
653,fx-forwards,bloomberg,daily,EURCHF9M,BGN,close,EURCHF9M BGN Curncy
654,fx-forwards,bloomberg,daily,EURCHF12M,BGN,close,EURCHF12M BGN Curncy
655,fx-forwards,bloomberg,daily,EURCHF2Y,BGN,close,EURCHF2Y BGN Curncy
656,fx-forwards,bloomberg,daily,EURCHF3Y,BGN,close,EURCHF3Y BGN Curncy
657,fx-forwards,bloomberg,daily,EURCHF5Y,BGN,close,EURCHF5Y BGN Curncy
658,fx-forwards,bloomberg,daily,USDTRYON,BGN,close,USDTRYON BGN Curncy
659,fx-forwards,bloomberg,daily,USDTRY1W,BGN,close,USDTRY1W BGN Curncy
660,fx-forwards,bloomberg,daily,USDTRY2W,BGN,close,USDTRY2W BGN Curncy
661,fx-forwards,bloomberg,daily,USDTRY3W,BGN,close,USDTRY3W BGN Curncy
662,fx-forwards,bloomberg,daily,USDTRY1M,BGN,close,USDTRY1M BGN Curncy
663,fx-forwards,bloomberg,daily,USDTRY2M,BGN,close,USDTRY2M BGN Curncy
664,fx-forwards,bloomberg,daily,USDTRY3M,BGN,close,USDTRY3M BGN Curncy
665,fx-forwards,bloomberg,daily,USDTRY4M,BGN,close,USDTRY4M BGN Curncy
666,fx-forwards,bloomberg,daily,USDTRY6M,BGN,close,USDTRY6M BGN Curncy
667,fx-forwards,bloomberg,daily,USDTRY9M,BGN,close,USDTRY9M BGN Curncy
668,fx-forwards,bloomberg,daily,USDTRY12M,BGN,close,USDTRY12M BGN Curncy
669,fx-forwards,bloomberg,daily,USDTRY2Y,BGN,close,USDTRY2Y BGN Curncy
670,fx-forwards,bloomberg,daily,USDTRY3Y,BGN,close,USDTRY3Y BGN Curncy
671,fx-forwards,bloomberg,daily,USDTRY5Y,BGN,close,USDTRY5Y BGN Curncy
672,fx-forwards,bloomberg,daily,USDZARON,BGN,close,USDZARON BGN Curncy
673,fx-forwards,bloomberg,daily,USDZAR1W,BGN,close,USDZAR1W BGN Curncy
674,fx-forwards,bloomberg,daily,USDZAR2W,BGN,close,USDZAR2W BGN Curncy
675,fx-forwards,bloomberg,daily,USDZAR3W,BGN,close,USDZAR3W BGN Curncy
676,fx-forwards,bloomberg,daily,USDZAR1M,BGN,close,USDZAR1M BGN Curncy
677,fx-forwards,bloomberg,daily,USDZAR2M,BGN,close,USDZAR2M BGN Curncy
678,fx-forwards,bloomberg,daily,USDZAR3M,BGN,close,USDZAR3M BGN Curncy
679,fx-forwards,bloomberg,daily,USDZAR4M,BGN,close,USDZAR4M BGN Curncy
680,fx-forwards,bloomberg,daily,USDZAR6M,BGN,close,USDZAR6M BGN Curncy
681,fx-forwards,bloomberg,daily,USDZAR9M,BGN,close,USDZAR9M BGN Curncy
682,fx-forwards,bloomberg,daily,USDZAR12M,BGN,close,USDZAR12M BGN Curncy
683,fx-forwards,bloomberg,daily,USDZAR2Y,BGN,close,USDZAR2Y BGN Curncy
684,fx-forwards,bloomberg,daily,USDZAR3Y,BGN,close,USDZAR3Y BGN Curncy
685,fx-forwards,bloomberg,daily,USDZAR5Y,BGN,close,USDZAR5Y BGN Curncy
686,fx-forwards,bloomberg,daily,USDMXNON,BGN,close,USDMXNON BGN Curncy
687,fx-forwards,bloomberg,daily,USDMXN1W,BGN,close,USDMXN1W BGN Curncy
688,fx-forwards,bloomberg,daily,USDMXN2W,BGN,close,USDMXN2W BGN Curncy
689,fx-forwards,bloomberg,daily,USDMXN3W,BGN,close,USDMXN3W BGN Curncy
690,fx-forwards,bloomberg,daily,USDMXN1M,BGN,close,USDMXN1M BGN Curncy
691,fx-forwards,bloomberg,daily,USDMXN2M,BGN,close,USDMXN2M BGN Curncy
692,fx-forwards,bloomberg,daily,USDMXN3M,BGN,close,USDMXN3M BGN Curncy
693,fx-forwards,bloomberg,daily,USDMXN4M,BGN,close,USDMXN4M BGN Curncy
694,fx-forwards,bloomberg,daily,USDMXN6M,BGN,close,USDMXN6M BGN Curncy
695,fx-forwards,bloomberg,daily,USDMXN9M,BGN,close,USDMXN9M BGN Curncy
696,fx-forwards,bloomberg,daily,USDMXN12M,BGN,close,USDMXN12M BGN Curncy
697,fx-forwards,bloomberg,daily,USDMXN2Y,BGN,close,USDMXN2Y BGN Curncy
698,fx-forwards,bloomberg,daily,USDMXN3Y,BGN,close,USDMXN3Y BGN Curncy
699,fx-forwards,bloomberg,daily,USDMXN5Y,BGN,close,USDMXN5Y BGN Curncy
700,fx-forwards,bloomberg,daily,EURPLNON,BGN,close,EURPLNON BGN Curncy
701,fx-forwards,bloomberg,daily,EURPLN1W,BGN,close,EURPLN1W BGN Curncy
702,fx-forwards,bloomberg,daily,EURPLN2W,BGN,close,EURPLN2W BGN Curncy
703,fx-forwards,bloomberg,daily,EURPLN3W,BGN,close,EURPLN3W BGN Curncy
704,fx-forwards,bloomberg,daily,EURPLN1M,BGN,close,EURPLN1M BGN Curncy
705,fx-forwards,bloomberg,daily,EURPLN2M,BGN,close,EURPLN2M BGN Curncy
706,fx-forwards,bloomberg,daily,EURPLN3M,BGN,close,EURPLN3M BGN Curncy
707,fx-forwards,bloomberg,daily,EURPLN4M,BGN,close,EURPLN4M BGN Curncy
708,fx-forwards,bloomberg,daily,EURPLN6M,BGN,close,EURPLN6M BGN Curncy
709,fx-forwards,bloomberg,daily,EURPLN9M,BGN,close,EURPLN9M BGN Curncy
710,fx-forwards,bloomberg,daily,EURPLN12M,BGN,close,EURPLN12M BGN Curncy
711,fx-forwards,bloomberg,daily,EURPLN2Y,BGN,close,EURPLN2Y BGN Curncy
712,fx-forwards,bloomberg,daily,EURPLN3Y,BGN,close,EURPLN3Y BGN Curncy
713,fx-forwards,bloomberg,daily,EURPLN5Y,BGN,close,EURPLN5Y BGN Curncy
714,fx-forwards,bloomberg,daily,EURHUFON,BGN,close,EURHUFON BGN Curncy
715,fx-forwards,bloomberg,daily,EURHUF1W,BGN,close,EURHUF1W BGN Curncy
716,fx-forwards,bloomberg,daily,EURHUF2W,BGN,close,EURHUF2W BGN Curncy
717,fx-forwards,bloomberg,daily,EURHUF3W,BGN,close,EURHUF3W BGN Curncy
718,fx-forwards,bloomberg,daily,EURHUF1M,BGN,close,EURHUF1M BGN Curncy
719,fx-forwards,bloomberg,daily,EURHUF2M,BGN,close,EURHUF2M BGN Curncy
720,fx-forwards,bloomberg,daily,EURHUF3M,BGN,close,EURHUF3M BGN Curncy
721,fx-forwards,bloomberg,daily,EURHUF4M,BGN,close,EURHUF4M BGN Curncy
722,fx-forwards,bloomberg,daily,EURHUF6M,BGN,close,EURHUF6M BGN Curncy
723,fx-forwards,bloomberg,daily,EURHUF9M,BGN,close,EURHUF9M BGN Curncy
724,fx-forwards,bloomberg,daily,EURHUF12M,BGN,close,EURHUF12M BGN Curncy
725,fx-forwards,bloomberg,daily,EURHUF2Y,BGN,close,EURHUF2Y BGN Curncy
726,fx-forwards,bloomberg,daily,EURHUF3Y,BGN,close,EURHUF3Y BGN Curncy
