,category,source,freq,ticker,cut,fields,sourceticker
727,fx-forwards,bloomberg,daily,EURHUF5Y,BGN,close,EURHUF5Y BGN Curncy
728,fx-forwards,bloomberg,daily,USDPLNON,BGN,close,USDPLNON BGN Curncy
729,fx-forwards,bloomberg,daily,USDPLN1W,BGN,close,USDPLN1W BGN Curncy
730,fx-forwards,bloomberg,daily,USDPLN2W,BGN,close,USDPLN2W BGN Curncy
731,fx-forwards,bloomberg,daily,USDPLN3W,BGN,close,USDPLN3W BGN Curncy
732,fx-forwards,bloomberg,daily,USDPLN1M,BGN,close,USDPLN1M BGN Curncy
733,fx-forwards,bloomberg,daily,USDPLN2M,BGN,close,USDPLN2M BGN Curncy
734,fx-forwards,bloomberg,daily,USDPLN3M,BGN,close,USDPLN3M BGN Curncy
735,fx-forwards,bloomberg,daily,USDPLN4M,BGN,close,USDPLN4M BGN Curncy
736,fx-forwards,bloomberg,daily,USDPLN6M,BGN,close,USDPLN6M BGN Curncy
737,fx-forwards,bloomberg,daily,USDPLN9M,BGN,close,USDPLN9M BGN Curncy
738,fx-forwards,bloomberg,daily,USDPLN12M,BGN,close,USDPLN12M BGN Curncy
739,fx-forwards,bloomberg,daily,USDPLN2Y,BGN,close,USDPLN2Y BGN Curncy
740,fx-forwards,bloomberg,daily,USDPLN3Y,BGN,close,USDPLN3Y BGN Curncy
741,fx-forwards,bloomberg,daily,USDPLN5Y,BGN,close,USDPLN5Y BGN Curncy
742,fx-forwards,bloomberg,daily,USDHUFON,BGN,close,USDHUFON BGN Curncy
743,fx-forwards,bloomberg,daily,USDHUF1W,BGN,close,USDHUF1W BGN Curncy
744,fx-forwards,bloomberg,daily,USDHUF2W,BGN,close,USDHUF2W BGN Curncy
745,fx-forwards,bloomberg,daily,USDHUF3W,BGN,close,USDHUF3W BGN Curncy
746,fx-forwards,bloomberg,daily,USDHUF1M,BGN,close,USDHUF1M BGN Curncy
747,fx-forwards,bloomberg,daily,USDHUF2M,BGN,close,USDHUF2M BGN Curncy
748,fx-forwards,bloomberg,daily,USDHUF3M,BGN,close,USDHUF3M BGN Curncy
749,fx-forwards,bloomberg,daily,USDHUF4M,BGN,close,USDHUF4M BGN Curncy
750,fx-forwards,bloomberg,daily,USDHUF6M,BGN,close,USDHUF6M BGN Curncy
751,fx-forwards,bloomberg,daily,USDHUF9M,BGN,close,USDHUF9M BGN Curncy
752,fx-forwards,bloomberg,daily,USDHUF12M,BGN,close,USDHUF12M BGN Curncy
753,fx-forwards,bloomberg,daily,USDHUF2Y,BGN,close,USDHUF2Y BGN Curncy
754,fx-forwards,bloomberg,daily,USDHUF3Y,BGN,close,USDHUF3Y BGN Curncy
755,fx-forwards,bloomberg,daily,USDHUF5Y,BGN,close,USDHUF5Y BGN Curncy
756,fx-forwards,bloomberg,daily,USDBRLON,BGN,close,USDBRLON BGN Curncy
757,fx-forwards,bloomberg,daily,USDBRL1W,BGN,close,USDBRL1W BGN Curncy
758,fx-forwards,bloomberg,daily,USDBRL2W,BGN,close,USDBRL2W BGN Curncy
759,fx-forwards,bloomberg,daily,USDBRL3W,BGN,close,USDBRL3W BGN Curncy
760,fx-forwards,bloomberg,daily,USDBRL1M,BGN,close,USDBRL1M BGN Curncy
761,fx-forwards,bloomberg,daily,USDBRL2M,BGN,close,USDBRL2M BGN Curncy
762,fx-forwards,bloomberg,daily,USDBRL3M,BGN,close,USDBRL3M BGN Curncy
763,fx-forwards,bloomberg,daily,USDBRL4M,BGN,close,USDBRL4M BGN Curncy
764,fx-forwards,bloomberg,daily,USDBRL6M,BGN,close,USDBRL6M BGN Curncy
765,fx-forwards,bloomberg,daily,USDBRL9M,BGN,close,USDBRL9M BGN Curncy
766,fx-forwards,bloomberg,daily,USDBRL12M,BGN,close,USDBRL12M BGN Curncy
767,fx-forwards,bloomberg,daily,USDBRL2Y,BGN,close,USDBRL2Y BGN Curncy
768,fx-forwards,bloomberg,daily,USDBRL3Y,BGN,close,USDBRL3Y BGN Curncy
769,fx-forwards,bloomberg,daily,USDBRL5Y,BGN,close,USDBRL5Y BGN Curncy
770,fx-forwards,bloomberg,daily,USDRUBON,BGN,close,USDRUBON BGN Curncy
771,fx-forwards,bloomberg,daily,USDRUB1W,BGN,close,USDRUB1W BGN Curncy
772,fx-forwards,bloomberg,daily,USDRUB2W,BGN,close,USDRUB2W BGN Curncy
773,fx-forwards,bloomberg,daily,USDRUB3W,BGN,close,USDRUB3W BGN Curncy
774,fx-forwards,bloomberg,daily,USDRUB1M,BGN,close,USDRUB1M BGN Curncy
775,fx-forwards,bloomberg,daily,USDRUB2M,BGN,close,USDRUB2M BGN Curncy
776,fx-forwards,bloomberg,daily,USDRUB3M,BGN,close,USDRUB3M BGN Curncy
777,fx-forwards,bloomberg,daily,USDRUB4M,BGN,close,USDRUB4M BGN Curncy
778,fx-forwards,bloomberg,daily,USDRUB6M,BGN,close,USDRUB6M BGN Curncy
779,fx-forwards,bloomberg,daily,USDRUB9M,BGN,close,USDRUB9M BGN Curncy
780,fx-forwards,bloomberg,daily,USDRUB12M,BGN,close,USDRUB12M BGN Curncy
781,fx-forwards,bloomberg,daily,USDRUB2Y,BGN,close,USDRUB2Y BGN Curncy
782,fx-forwards,bloomberg,daily,USDRUB3Y,BGN,close,USDRUB3Y BGN Curncy
783,fx-forwards,bloomberg,daily,USDRUB5Y,BGN,close,USDRUB5Y BGN Curncy
784,fx-forwards,bloomberg,daily,USDKRWON,BGN,close,USDKRWON BGN Curncy
785,fx-forwards,bloomberg,daily,USDKRW1W,BGN,close,USDKRW1W BGN Curncy
786,fx-forwards,bloomberg,daily,USDKRW2W,BGN,close,USDKRW2W BGN Curncy
787,fx-forwards,bloomberg,daily,USDKRW3W,BGN,close,USDKRW3W BGN Curncy
788,fx-forwards,bloomberg,daily,USDKRW1M,BGN,close,USDKRW1M BGN Curncy
789,fx-forwards,bloomberg,daily,USDKRW2M,BGN,close,USDKRW2M BGN Curncy
790,fx-forwards,bloomberg,daily,USDKRW3M,BGN,close,USDKRW3M BGN Curncy
791,fx-forwards,bloomberg,daily,USDKRW4M,BGN,close,USDKRW4M BGN Curncy
792,fx-forwards,bloomberg,daily,USDKRW6M,BGN,close,USDKRW6M BGN Curncy
793,fx-forwards,bloomberg,daily,USDKRW9M,BGN,close,USDKRW9M BGN Curncy
794,fx-forwards,bloomberg,daily,USDKRW12M,BGN,close,USDKRW12M BGN Curncy
795,fx-forwards,bloomberg,daily,USDKRW2Y,BGN,close,USDKRW2Y BGN Curncy
796,fx-forwards,bloomberg,daily,USDKRW3Y,BGN,close,USDKRW3Y BGN Curncy
797,fx-forwards,bloomberg,daily,USDKRW5Y,BGN,close,USDKRW5Y BGN Curncy
798,fx-forwards,bloomberg,daily,USDCNYON,BGN,close,USDCNYON BGN Curncy
799,fx-forwards,bloomberg,daily,USDCNY1W,BGN,close,USDCNY1W BGN Curncy
800,fx-forwards,bloomberg,daily,USDCNY2W,BGN,close,USDCNY2W BGN Curncy
801,fx-forwards,bloomberg,daily,USDCNY3W,BGN,close,USDCNY3W BGN Curncy
802,fx-forwards,bloomberg,daily,USDCNY1M,BGN,close,USDCNY1M BGN Curncy
803,fx-forwards,bloomberg,daily,USDCNY2M,BGN,close,USDCNY2M BGN Curncy
804,fx-forwards,bloomberg,daily,USDCNY3M,BGN,close,USDCNY3M BGN Curncy
805,fx-forwards,bloomberg,daily,USDCNY4M,BGN,close,USDCNY4M BGN Curncy
806,fx-forwards,bloomberg,daily,USDCNY6M,BGN,close,USDCNY6M BGN Curncy
807,fx-forwards,bloomberg,daily,USDCNY9M,BGN,close,USDCNY9M BGN Curncy
808,fx-forwards,bloomberg,daily,USDCNY12M,BGN,close,USDCNY12M BGN Curncy
809,fx-forwards,bloomberg,daily,USDCNY2Y,BGN,close,USDCNY2Y BGN Curncy
810,fx-forwards,bloomberg,daily,USDCNY3Y,BGN,close,USDCNY3Y BGN Curncy
811,fx-forwards,bloomberg,daily,USDCNY5Y,BGN,close,USDCNY5Y BGN Curncy
812,fx-forwards,bloomberg,daily,USDCNHON,BGN,close,USDCNHON BGN Curncy
813,fx-forwards,bloomberg,daily,USDCNH1W,BGN,close,USDCNH1W BGN Curncy
814,fx-forwards,bloomberg,daily,USDCNH2W,BGN,close,USDCNH2W BGN Curncy
815,fx-forwards,bloomberg,daily,USDCNH3W,BGN,close,USDCNH3W BGN Curncy
816,fx-forwards,bloomberg,daily,USDCNH1M,BGN,close,USDCNH1M BGN Curncy
817,fx-forwards,bloomberg,daily,USDCNH2M,BGN,close,USDCNH2M BGN Curncy
818,fx-forwards,bloomberg,daily,USDCNH3M,BGN,close,USDCNH3M BGN Curncy
819,fx-forwards,bloomberg,daily,USDCNH4M,BGN,close,USDCNH4M BGN Curncy
820,fx-forwards,bloomberg,daily,USDCNH6M,BGN,close,USDCNH6M BGN Curncy
821,fx-forwards,bloomberg,daily,USDCNH9M,BGN,close,USDCNH9M BGN Curncy
822,fx-forwards,bloomberg,daily,USDCNH12M,BGN,close,USDCNH12M BGN Curncy
823,fx-forwards,bloomberg,daily,USDCNH2Y,BGN,close,USDCNH2Y BGN Curncy
824,fx-forwards,bloomberg,daily,USDCNH3Y,BGN,close,USDCNH3Y BGN Curncy
825,fx-forwards,bloomberg,daily,USDCNH5Y,BGN,close,USDCNH5Y BGN Curncy
826,fx-forwards,bloomberg,daily,XAUUSDON,BGN,close,XAUUSDON BGN Curncy
827,fx-forwards,bloomberg,daily,XAUUSD1W,BGN,close,XAUUSD1W BGN Curncy
828,fx-forwards,bloomberg,daily,XAUUSD2W,BGN,close,XAUUSD2W BGN Curncy
829,fx-forwards,bloomberg,daily,XAUUSD3W,BGN,close,XAUUSD3W BGN Curncy
830,fx-forwards,bloomberg,daily,XAUUSD1M,BGN,close,XAUUSD1M BGN Curncy
831,fx-forwards,bloomberg,daily,XAUUSD2M,BGN,close,XAUUSD2M BGN Curncy
832,fx-forwards,bloomberg,daily,XAUUSD3M,BGN,close,XAUUSD3M BGN Curncy
833,fx-forwards,bloomberg,daily,XAUUSD4M,BGN,close,XAUUSD4M BGN Curncy
834,fx-forwards,bloomberg,daily,XAUUSD6M,BGN,close,XAUUSD6M BGN Curncy
835,fx-forwards,bloomberg,daily,XAUUSD9M,BGN,close,XAUUSD9M BGN Curncy
836,fx-forwards,bloomberg,daily,XAUUSD12M,BGN,close,XAUUSD12M BGN Curncy
837,fx-forwards,bloomberg,daily,XAUUSD2Y,BGN,close,XAUUSD2Y BGN Curncy
838,fx-forwards,bloomberg,daily,XAUUSD3Y,BGN,close,XAUUSD3Y BGN Curncy
839,fx-forwards,bloomberg,daily,XAUUSD5Y,BGN,close,XAUUSD5Y BGN Curncy
840,fx-forwards,bloomberg,daily,XAGUSDON,BGN,close,XAGUSDON BGN Curncy
841,fx-forwards,bloomberg,daily,XAGUSD1W,BGN,close,XAGUSD1W BGN Curncy
842,fx-forwards,bloomberg,daily,XAGUSD2W,BGN,close,XAGUSD2W BGN Curncy
843,fx-forwards,bloomberg,daily,XAGUSD3W,BGN,close,XAGUSD3W BGN Curncy
844,fx-forwards,bloomberg,daily,XAGUSD1M,BGN,close,XAGUSD1M BGN Curncy
845,fx-forwards,bloomberg,daily,XAGUSD2M,BGN,close,XAGUSD2M BGN Curncy
846,fx-forwards,bloomberg,daily,XAGUSD3M,BGN,close,XAGUSD3M BGN Curncy
847,fx-forwards,bloomberg,daily,XAGUSD4M,BGN,close,XAGUSD4M BGN Curncy
848,fx-forwards,bloomberg,daily,XAGUSD6M,BGN,close,XAGUSD6M BGN Curncy
849,fx-forwards,bloomberg,daily,XAGUSD9M,BGN,close,XAGUSD9M BGN Curncy
850,fx-forwards,bloomberg,daily,XAGUSD12M,BGN,close,XAGUSD12M BGN Curncy
851,fx-forwards,bloomberg,daily,XAGUSD2Y,BGN,close,XAGUSD2Y BGN Curncy
852,fx-forwards,bloomberg,daily,XAGUSD3Y,BGN,close,XAGUSD3Y BGN Curncy
853,fx-forwards,bloomberg,daily,XAGUSD5Y,BGN,close,XAGUSD5Y BGN Curncy
854,fx-forwards,bloomberg,daily,XPTUSDON,BGN,close,XPTUSDON BGN Curncy
855,fx-forwards,bloomberg,daily,XPTUSD1W,BGN,close,XPTUSD1W BGN Curncy
856,fx-forwards,bloomberg,daily,XPTUSD2W,BGN,close,XPTUSD2W BGN Curncy
857,fx-forwards,bloomberg,daily,XPTUSD3W,BGN,close,XPTUSD3W BGN Curncy
858,fx-forwards,bloomberg,daily,XPTUSD1M,BGN,close,XPTUSD1M BGN Curncy
859,fx-forwards,bloomberg,daily,XPTUSD2M,BGN,close,XPTUSD2M BGN Curncy
860,fx-forwards,bloomberg,daily,XPTUSD3M,BGN,close,XPTUSD3M BGN Curncy
861,fx-forwards,bloomberg,daily,XPTUSD4M,BGN,close,XPTUSD4M BGN Curncy
862,fx-forwards,bloomberg,daily,XPTUSD6M,BGN,close,XPTUSD6M BGN Curncy
863,fx-forwards,bloomberg,daily,XPTUSD9M,BGN,close,XPTUSD9M BGN Curncy
864,fx-forwards,bloomberg,daily,XPTUSD12M,BGN,close,XPTUSD12M BGN Curncy
865,fx-forwards,bloomberg,daily,XPTUSD2Y,BGN,close,XPTUSD2Y BGN Curncy
866,fx-forwards,bloomberg,daily,XPTUSD3Y,BGN,close,XPTUSD3Y BGN Curncy
867,fx-forwards,bloomberg,daily,XPTUSD5Y,BGN,close,XPTUSD5Y BGN Curncy
868,fx-forwards,bloomberg,daily,EURUSDON,LDN,close,EURUSDON CMPL Curncy
869,fx-forwards,bloomberg,daily,EURUSD1W,LDN,close,EURUSD1W CMPL Curncy
870,fx-forwards,bloomberg,daily,EURUSD2W,LDN,close,EURUSD2W CMPL Curncy
871,fx-forwards,bloomberg,daily,EURUSD3W,LDN,close,EURUSD3W CMPL Curncy
872,fx-forwards,bloomberg,daily,EURUSD1M,LDN,close,EURUSD1M CMPL Curncy
873,fx-forwards,bloomberg,daily,EURUSD2M,LDN,close,EURUSD2M CMPL Curncy
874,fx-forwards,bloomberg,daily,EURUSD3M,LDN,close,EURUSD3M CMPL Curncy
875,fx-forwards,bloomberg,daily,EURUSD4M,LDN,close,EURUSD4M CMPL Curncy
876,fx-forwards,bloomberg,daily,EURUSD6M,LDN,close,EURUSD6M CMPL Curncy
877,fx-forwards,bloomberg,daily,EURUSD9M,LDN,close,EURUSD9M CMPL Curncy
878,fx-forwards,bloomberg,daily,EURUSD12M,LDN,close,EURUSD12M CMPL Curncy
879,fx-forwards,bloomberg,daily,EURUSD2Y,LDN,close,EURUSD2Y CMPL Curncy
880,fx-forwards,bloomberg,daily,EURUSD3Y,LDN,close,EURUSD3Y CMPL Curncy
881,fx-forwards,bloomberg,daily,EURUSD5Y,LDN,close,EURUSD5Y CMPL Curncy
882,fx-forwards,bloomberg,daily,GBPUSDON,LDN,close,GBPUSDON CMPL Curncy
883,fx-forwards,bloomberg,daily,GBPUSD1W,LDN,close,GBPUSD1W CMPL Curncy
884,fx-forwards,bloomberg,daily,GBPUSD2W,LDN,close,GBPUSD2W CMPL Curncy
885,fx-forwards,bloomberg,daily,GBPUSD3W,LDN,close,GBPUSD3W CMPL Curncy
886,fx-forwards,bloomberg,daily,GBPUSD1M,LDN,close,GBPUSD1M CMPL Curncy
887,fx-forwards,bloomberg,daily,GBPUSD2M,LDN,close,GBPUSD2M CMPL Curncy
888,fx-forwards,bloomberg,daily,GBPUSD3M,LDN,close,GBPUSD3M CMPL Curncy
889,fx-forwards,bloomberg,daily,GBPUSD4M,LDN,close,GBPUSD4M CMPL Curncy
890,fx-forwards,bloomberg,daily,GBPUSD6M,LDN,close,GBPUSD6M CMPL Curncy
891,fx-forwards,bloomberg,daily,GBPUSD9M,LDN,close,GBPUSD9M CMPL Curncy
892,fx-forwards,bloomberg,daily,GBPUSD12M,LDN,close,GBPUSD12M CMPL Curncy
893,fx-forwards,bloomberg,daily,GBPUSD2Y,LDN,close,GBPUSD2Y CMPL Curncy
894,fx-forwards,bloomberg,daily,GBPUSD3Y,LDN,close,GBPUSD3Y CMPL Curncy
895,fx-forwards,bloomberg,daily,GBPUSD5Y,LDN,close,GBPUSD5Y CMPL Curncy
896,fx-forwards,bloomberg,daily,AUDUSDON,LDN,close,AUDUSDON CMPL Curncy
897,fx-forwards,bloomberg,daily,AUDUSD1W,LDN,close,AUDUSD1W CMPL Curncy
898,fx-forwards,bloomberg,daily,AUDUSD2W,LDN,close,AUDUSD2W CMPL Curncy
899,fx-forwards,bloomberg,daily,AUDUSD3W,LDN,close,AUDUSD3W CMPL Curncy
900,fx-forwards,bloomberg,daily,AUDUSD1M,LDN,close,AUDUSD1M CMPL Curncy
901,fx-forwards,bloomberg,daily,AUDUSD2M,LDN,close,AUDUSD2M CMPL Curncy
902,fx-forwards,bloomberg,daily,AUDUSD3M,LDN,close,AUDUSD3M CMPL Curncy
903,fx-forwards,bloomberg,daily,AUDUSD4M,LDN,close,AUDUSD4M CMPL Curncy
904,fx-forwards,bloomberg,daily,AUDUSD6M,LDN,close,AUDUSD6M CMPL Curncy
905,fx-forwards,bloomberg,daily,AUDUSD9M,LDN,close,AUDUSD9M CMPL Curncy
906,fx-forwards,bloomberg,daily,AUDUSD12M,LDN,close,AUDUSD12M CMPL Curncy
907,fx-forwards,bloomberg,daily,AUDUSD2Y,LDN,close,AUDUSD2Y CMPL Curncy
908,fx-forwards,bloomberg,daily,AUDUSD3Y,LDN,close,AUDUSD3Y CMPL Curncy
909,fx-forwards,bloomberg,daily,AUDUSD5Y,LDN,close,AUDUSD5Y CMPL Curncy
910,fx-forwards,bloomberg,daily,NZDUSDON,LDN,close,NZDUSDON CMPL Curncy
911,fx-forwards,bloomberg,daily,NZDUSD1W,LDN,close,NZDUSD1W CMPL Curncy
912,fx-forwards,bloomberg,daily,NZDUSD2W,LDN,close,NZDUSD2W CMPL Curncy
913,fx-forwards,bloomberg,daily,NZDUSD3W,LDN,close,NZDUSD3W CMPL Curncy
914,fx-forwards,bloomberg,daily,NZDUSD1M,LDN,close,NZDUSD1M CMPL Curncy
915,fx-forwards,bloomberg,daily,NZDUSD2M,LDN,close,NZDUSD2M CMPL Curncy
916,fx-forwards,bloomberg,daily,NZDUSD3M,LDN,close,NZDUSD3M CMPL Curncy
917,fx-forwards,bloomberg,daily,NZDUSD4M,LDN,close,NZDUSD4M CMPL Curncy
918,fx-forwards,bloomberg,daily,NZDUSD6M,LDN,close,NZDUSD6M CMPL Curncy
919,fx-forwards,bloomberg,daily,NZDUSD9M,LDN,close,NZDUSD9M CMPL Curncy
920,fx-forwards,bloomberg,daily,NZDUSD12M,LDN,close,NZDUSD12M CMPL Curncy
921,fx-forwards,bloomberg,daily,NZDUSD2Y,LDN,close,NZDUSD2Y CMPL Curncy
922,fx-forwards,bloomberg,daily,NZDUSD3Y,LDN,close,NZDUSD3Y CMPL Curncy
923,fx-forwards,bloomberg,daily,NZDUSD5Y,LDN,close,NZDUSD5Y CMPL Curncy
924,fx-forwards,bloomberg,daily,USDCADON,LDN,close,USDCADON CMPL Curncy
925,fx-forwards,bloomberg,daily,USDCAD1W,LDN,close,USDCAD1W CMPL Curncy
926,fx-forwards,bloomberg,daily,USDCAD2W,LDN,close,USDCAD2W CMPL Curncy
927,fx-forwards,bloomberg,daily,USDCAD3W,LDN,close,USDCAD3W CMPL Curncy
928,fx-forwards,bloomberg,daily,USDCAD1M,LDN,close,USDCAD1M CMPL Curncy
929,fx-forwards,bloomberg,daily,USDCAD2M,LDN,close,USDCAD2M CMPL Curncy
930,fx-forwards,bloomberg,daily,USDCAD3M,LDN,close,USDCAD3M CMPL Curncy
931,fx-forwards,bloomberg,daily,USDCAD4M,LDN,close,USDCAD4M CMPL Curncy
932,fx-forwards,bloomberg,daily,USDCAD6M,LDN,close,USDCAD6M CMPL Curncy
933,fx-forwards,bloomberg,daily,USDCAD9M,LDN,close,USDCAD9M CMPL Curncy
934,fx-forwards,bloomberg,daily,USDCAD12M,LDN,close,USDCAD12M CMPL Curncy
935,fx-forwards,bloomberg,daily,USDCAD2Y,LDN,close,USDCAD2Y CMPL Curncy
936,fx-forwards,bloomberg,daily,USDCAD3Y,LDN,close,USDCAD3Y CMPL Curncy
937,fx-forwards,bloomberg,daily,USDCAD5Y,LDN,close,USDCAD5Y CMPL Curncy
938,fx-forwards,bloomberg,daily,USDCHFON,LDN,close,USDCHFON CMPL Curncy
939,fx-forwards,bloomberg,daily,USDCHF1W,LDN,close,USDCHF1W CMPL Curncy
940,fx-forwards,bloomberg,daily,USDCHF2W,LDN,close,USDCHF2W CMPL Curncy
941,fx-forwards,bloomberg,daily,USDCHF3W,LDN,close,USDCHF3W CMPL Curncy
942,fx-forwards,bloomberg,daily,USDCHF1M,LDN,close,USDCHF1M CMPL Curncy
943,fx-forwards,bloomberg,daily,USDCHF2M,LDN,close,USDCHF2M CMPL Curncy
944,fx-forwards,bloomberg,daily,USDCHF3M,LDN,close,USDCHF3M CMPL Curncy
945,fx-forwards,bloomberg,daily,USDCHF4M,LDN,close,USDCHF4M CMPL Curncy
946,fx-forwards,bloomberg,daily,USDCHF6M,LDN,close,USDCHF6M CMPL Curncy
947,fx-forwards,bloomberg,daily,USDCHF9M,LDN,close,USDCHF9M CMPL Curncy
948,fx-forwards,bloomberg,daily,USDCHF12M,LDN,close,USDCHF12M CMPL Curncy
949,fx-forwards,bloomberg,daily,USDCHF2Y,LDN,close,USDCHF2Y CMPL Curncy
950,fx-forwards,bloomberg,daily,USDCHF3Y,LDN,close,USDCHF3Y CMPL Curncy
951,fx-forwards,bloomberg,daily,USDCHF5Y,LDN,close,USDCHF5Y CMPL Curncy
952,fx-forwards,bloomberg,daily,EURNOKON,LDN,close,EURNOKON CMPL Curncy
953,fx-forwards,bloomberg,daily,EURNOK1W,LDN,close,EURNOK1W CMPL Curncy
954,fx-forwards,bloomberg,daily,EURNOK2W,LDN,close,EURNOK2W CMPL Curncy
955,fx-forwards,bloomberg,daily,EURNOK3W,LDN,close,EURNOK3W CMPL Curncy
956,fx-forwards,bloomberg,daily,EURNOK1M,LDN,close,EURNOK1M CMPL Curncy
957,fx-forwards,bloomberg,daily,EURNOK2M,LDN,close,EURNOK2M CMPL Curncy
958,fx-forwards,bloomberg,daily,EURNOK3M,LDN,close,EURNOK3M CMPL Curncy
959,fx-forwards,bloomberg,daily,EURNOK4M,LDN,close,EURNOK4M CMPL Curncy
960,fx-forwards,bloomberg,daily,EURNOK6M,LDN,close,EURNOK6M CMPL Curncy
961,fx-forwards,bloomberg,daily,EURNOK9M,LDN,close,EURNOK9M CMPL Curncy
962,fx-forwards,bloomberg,daily,EURNOK12M,LDN,close,EURNOK12M CMPL Curncy
963,fx-forwards,bloomberg,daily,EURNOK2Y,LDN,close,EURNOK2Y CMPL Curncy
964,fx-forwards,bloomberg,daily,EURNOK3Y,LDN,close,EURNOK3Y CMPL Curncy
965,fx-forwards,bloomberg,daily,EURNOK5Y,LDN,close,EURNOK5Y CMPL Curncy
966,fx-forwards,bloomberg,daily,EURSEKON,LDN,close,EURSEKON CMPL Curncy
967,fx-forwards,bloomberg,daily,EURSEK1W,LDN,close,EURSEK1W CMPL Curncy
968,fx-forwards,bloomberg,daily,EURSEK2W,LDN,close,EURSEK2W CMPL Curncy
969,fx-forwards,bloomberg,daily,EURSEK3W,LDN,close,EURSEK3W CMPL Curncy
970,fx-forwards,bloomberg,daily,EURSEK1M,LDN,close,EURSEK1M CMPL Curncy
971,fx-forwards,bloomberg,daily,EURSEK2M,LDN,close,EURSEK2M CMPL Curncy
972,fx-forwards,bloomberg,daily,EURSEK3M,LDN,close,EURSEK3M CMPL Curncy
973,fx-forwards,bloomberg,daily,EURSEK4M,LDN,close,EURSEK4M CMPL Curncy
974,fx-forwards,bloomberg,daily,EURSEK6M,LDN,close,EURSEK6M CMPL Curncy
975,fx-forwards,bloomberg,daily,EURSEK9M,LDN,close,EURSEK9M CMPL Curncy
976,fx-forwards,bloomberg,daily,EURSEK12M,LDN,close,EURSEK12M CMPL Curncy
977,fx-forwards,bloomberg,daily,EURSEK2Y,LDN,close,EURSEK2Y CMPL Curncy
978,fx-forwards,bloomberg,daily,EURSEK3Y,LDN,close,EURSEK3Y CMPL Curncy
979,fx-forwards,bloomberg,daily,EURSEK5Y,LDN,close,EURSEK5Y CMPL Curncy
980,fx-forwards,bloomberg,daily,USDJPYON,LDN,close,USDJPYON CMPL Curncy
981,fx-forwards,bloomberg,daily,USDJPY1W,LDN,close,USDJPY1W CMPL Curncy
982,fx-forwards,bloomberg,daily,USDJPY2W,LDN,close,USDJPY2W CMPL Curncy
983,fx-forwards,bloomberg,daily,USDJPY3W,LDN,close,USDJPY3W CMPL Curncy
984,fx-forwards,bloomberg,daily,USDJPY1M,LDN,close,USDJPY1M CMPL Curncy
985,fx-forwards,bloomberg,daily,USDJPY2M,LDN,close,USDJPY2M CMPL Curncy
986,fx-forwards,bloomberg,daily,USDJPY3M,LDN,close,USDJPY3M CMPL Curncy
987,fx-forwards,bloomberg,daily,USDJPY4M,LDN,close,USDJPY4M CMPL Curncy
988,fx-forwards,bloomberg,daily,USDJPY6M,LDN,close,USDJPY6M CMPL Curncy
989,fx-forwards,bloomberg,daily,USDJPY9M,LDN,close,USDJPY9M CMPL Curncy
990,fx-forwards,bloomberg,daily,USDJPY12M,LDN,close,USDJPY12M CMPL Curncy
991,fx-forwards,bloomberg,daily,USDJPY2Y,LDN,close,USDJPY2Y CMPL Curncy
992,fx-forwards,bloomberg,daily,USDJPY3Y,LDN,close,USDJPY3Y CMPL Curncy
993,fx-forwards,bloomberg,daily,USDJPY5Y,LDN,close,USDJPY5Y CMPL Curncy
994,fx-forwards,bloomberg,daily,USDNOKON,LDN,close,USDNOKON CMPL Curncy
995,fx-forwards,bloomberg,daily,USDNOK1W,LDN,close,USDNOK1W CMPL Curncy
996,fx-forwards,bloomberg,daily,USDNOK2W,LDN,close,USDNOK2W CMPL Curncy
997,fx-forwards,bloomberg,daily,USDNOK3W,LDN,close,USDNOK3W CMPL Curncy
998,fx-forwards,bloomberg,daily,USDNOK1M,LDN,close,USDNOK1M CMPL Curncy
999,fx-forwards,bloomberg,daily,USDNOK2M,LDN,close,USDNOK2M CMPL Curncy
1000,fx-forwards,bloomberg,daily,USDNOK3M,LDN,close,USDNOK3M CMPL Curncy
1001,fx-forwards,bloomberg,daily,USDNOK4M,LDN,close,USDNOK4M CMPL Curncy
1002,fx-forwards,bloomberg,daily,USDNOK6M,LDN,close,USDNOK6M CMPL Curncy
1003,fx-forwards,bloomberg,daily,USDNOK9M,LDN,close,USDNOK9M CMPL Curncy
1004,fx-forwards,bloomberg,daily,USDNOK12M,LDN,close,USDNOK12M CMPL Curncy
1005,fx-forwards,bloomberg,daily,USDNOK2Y,LDN,close,USDNOK2Y CMPL Curncy
1006,fx-forwards,bloomberg,daily,USDNOK3Y,LDN,close,USDNOK3Y CMPL Curncy
1007,fx-forwards,bloomberg,daily,USDNOK5Y,LDN,close,USDNOK5Y CMPL Curncy
1008,fx-forwards,bloomberg,daily,USDSEKON,LDN,close,USDSEKON CMPL Curncy
1009,fx-forwards,bloomberg,daily,USDSEK1W,LDN,close,USDSEK1W CMPL Curncy
1010,fx-forwards,bloomberg,daily,USDSEK2W,LDN,close,USDSEK2W CMPL Curncy
1011,fx-forwards,bloomberg,daily,USDSEK3W,LDN,close,USDSEK3W CMPL Curncy
1012,fx-forwards,bloomberg,daily,USDSEK1M,LDN,close,USDSEK1M CMPL Curncy
1013,fx-forwards,bloomberg,daily,USDSEK2M,LDN,close,USDSEK2M CMPL Curncy
1014,fx-forwards,bloomberg,daily,USDSEK3M,LDN,close,USDSEK3M CMPL Curncy
