category,data_source,freq,tickers,cut,fields,vendor_tickers,local-close
base-depos,bloomberg,daily,NZD5Y,LDN,close,NDDR5 CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,CADON,LDN,close,CDDR1T CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,CADTN,LDN,close,CDDR2T CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,CADSN,LDN,close,CDDR3T CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,CAD1W,LDN,close,CDDR1Z CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,CAD2W,LDN,close,CDDR2Z CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,CAD3W,LDN,close,CDDR3Z CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,CAD1M,LDN,close,CDDRA CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,CAD2M,LDN,close,CDDRB CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,CAD3M,LDN,close,CDDRC CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,CAD4M,LDN,close,CDDRD CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,CAD6M,LDN,close,CDDRF CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,CAD9M,LDN,close,CDDRI CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,CAD1Y,LDN,close,CDDR1 CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,CAD2Y,LDN,close,CDDR2 CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,CAD3Y,LDN,close,CDDR3 CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,CAD5Y,LDN,close,CDDR5 CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,NOKON,LDN,close,NKDR1T CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,NOKTN,LDN,close,NKDR2T CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,NOKSN,LDN,close,NKDR3T CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,NOK1W,LDN,close,NKDR1Z CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,NOK2W,LDN,close,NKDR2Z CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,NOK3W,LDN,close,NKDR3Z CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,NOK1M,LDN,close,NKDRA CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,NOK2M,LDN,close,NKDRB CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,NOK3M,LDN,close,NKDRC CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,NOK4M,LDN,close,NKDRD CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,NOK6M,LDN,close,NKDRF CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,NOK9M,LDN,close,NKDRI CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,NOK1Y,LDN,close,NKDR1 CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,NOK2Y,LDN,close,NKDR2 CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,NOK3Y,LDN,close,NKDR3 CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,NOK5Y,LDN,close,NKDR5 CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,SEKON,LDN,close,SKDR1T CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,SEKTN,LDN,close,SKDR2T CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,SEKSN,LDN,close,SKDR3T CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,SEK1W,LDN,close,SKDR1Z CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,SEK2W,LDN,close,SKDR2Z CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,SEK3W,LDN,close,SKDR3Z CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,SEK1M,LDN,close,SKDRA CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,SEK2M,LDN,close,SKDRB CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,SEK3M,LDN,close,SKDRC CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,SEK4M,LDN,close,SKDRD CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,SEK6M,LDN,close,SKDRF CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,SEK9M,LDN,close,SKDRI CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,SEK1Y,LDN,close,SKDR1 CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,SEK2Y,LDN,close,SKDR2 CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,SEK3Y,LDN,close,SKDR3 CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,SEK5Y,LDN,close,SKDR5 CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,JPYON,LDN,close,JYDR1T CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,JPYTN,LDN,close,JYDR2T CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,JPYSN,LDN,close,JYDR3T CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,JPY1W,LDN,close,JYDR1Z CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,JPY2W,LDN,close,JYDR2Z CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,JPY3W,LDN,close,JYDR3Z CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,JPY1M,LDN,close,JYDRA CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,JPY2M,LDN,close,JYDRB CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,JPY3M,LDN,close,JYDRC CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,JPY4M,LDN,close,JYDRD CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,JPY6M,LDN,close,JYDRF CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,JPY9M,LDN,close,JYDRI CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,JPY1Y,LDN,close,JYDR1 CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,JPY2Y,LDN,close,JYDR2 CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,JPY3Y,LDN,close,JYDR3 CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,JPY5Y,LDN,close,JYDR5 CMPL Index,6:00pm LDN
base-depos,bloomberg,daily,USDFedEffectiveRate,TOK,close,FEDL01 Index,8:00pm TOK
base-depos,bloomberg,daily,USDON,TOK,close,USDR1T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,USDTN,TOK,close,USDR2T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,USDSN,TOK,close,USDR3T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,USD1W,TOK,close,USDR1Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,USD2W,TOK,close,USDR2Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,USD3W,TOK,close,USDR3Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,USD1M,TOK,close,USDRA CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,USD2M,TOK,close,USDRB CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,USD3M,TOK,close,USDRC CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,USD4M,TOK,close,USDRD CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,USD6M,TOK,close,USDRF CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,USD9M,TOK,close,USDRI CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,USD1Y,TOK,close,USDR1 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,USD2Y,TOK,close,USDR2 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,USD3Y,TOK,close,USDR3 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,USD5Y,TOK,close,USDR5 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CHFON,TOK,close,SFDR1T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CHFTN,TOK,close,SFDR2T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CHFSN,TOK,close,SFDR3T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CHF1W,TOK,close,SFDR1Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CHF2W,TOK,close,SFDR2Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CHF3W,TOK,close,SFDR3Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CHF1M,TOK,close,SFDRA CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CHF2M,TOK,close,SFDRB CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CHF3M,TOK,close,SFDRC CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CHF4M,TOK,close,SFDRD CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CHF6M,TOK,close,SFDRF CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CHF9M,TOK,close,SFDRI CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CHF1Y,TOK,close,SFDR1 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CHF2Y,TOK,close,SFDR2 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CHF3Y,TOK,close,SFDR3 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CHF5Y,TOK,close,SFDR5 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,EURON,TOK,close,EUDR1T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,EURTN,TOK,close,EUDR2T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,EURSN,TOK,close,EUDR3T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,EUR1W,TOK,close,EUDR1Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,EUR2W,TOK,close,EUDR2Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,EUR3W,TOK,close,EUDR3Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,EUR1M,TOK,close,EUDRA CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,EUR2M,TOK,close,EUDRB CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,EUR3M,TOK,close,EUDRC CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,EUR4M,TOK,close,EUDRD CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,EUR6M,TOK,close,EUDRF CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,EUR9M,TOK,close,EUDRI CMPT Curncy,8:00pm TOK
base-depos,bloomberg,daily,EUR1Y,TOK,close,EUDR1 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,EUR2Y,TOK,close,EUDR2 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,EUR3Y,TOK,close,EUDR3 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,EUR5Y,TOK,close,EUDR5 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,GBPON,TOK,close,BPDR1T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,GBPTN,TOK,close,BPDR2T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,GBPSN,TOK,close,BPDR3T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,GBP1W,TOK,close,BPDR1Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,GBP2W,TOK,close,BPDR2Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,GBP3W,TOK,close,BPDR3Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,GBP1M,TOK,close,BPDRA CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,GBP2M,TOK,close,BPDRB CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,GBP3M,TOK,close,BPDRC CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,GBP4M,TOK,close,BPDRD CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,GBP6M,TOK,close,BPDRF CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,GBP9M,TOK,close,BPDRI CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,GBP1Y,TOK,close,BPDR1 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,GBP2Y,TOK,close,BPDR2 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,GBP3Y,TOK,close,BPDR3 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,GBP5Y,TOK,close,BPDR5 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,MXNON,TOK,close,MPDR1T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,MXNTN,TOK,close,MPDR2T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,MXNSN,TOK,close,MPDR3T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,MXN1W,TOK,close,MPDR1Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,MXN2W,TOK,close,MPDR2Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,MXN3W,TOK,close,MPDR3Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,MXN1M,TOK,close,MPDRA CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,MXN2M,TOK,close,MPDRB CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,MXN3M,TOK,close,MPDRC CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,MXN4M,TOK,close,MPDRD CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,MXN6M,TOK,close,MPDRF CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,MXN9M,TOK,close,MPDRI CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,MXN1Y,TOK,close,MPDR1 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,MXN2Y,TOK,close,MPDR2 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,MXN3Y,TOK,close,MPDR3 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,MXN5Y,TOK,close,MPDR5 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,AUDON,TOK,close,ADDR1T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,AUDTN,TOK,close,ADDR2T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,AUDSN,TOK,close,ADDR3T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,AUD1W,TOK,close,ADDR1Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,AUD2W,TOK,close,ADDR2Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,AUD3W,TOK,close,ADDR3Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,AUD1M,TOK,close,ADDRA CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,AUD2M,TOK,close,ADDRB CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,AUD3M,TOK,close,ADDRC CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,AUD4M,TOK,close,ADDRD CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,AUD6M,TOK,close,ADDRF CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,AUD9M,TOK,close,ADDRI CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,AUD1Y,TOK,close,ADDR1 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,AUD2Y,TOK,close,ADDR2 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,AUD3Y,TOK,close,ADDR3 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,AUD5Y,TOK,close,ADDR5 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NZDON,TOK,close,NDDR1T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NZDTN,TOK,close,NDDR2T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NZDSN,TOK,close,NDDR3T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NZD1W,TOK,close,NDDR1Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NZD2W,TOK,close,NDDR2Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NZD3W,TOK,close,NDDR3Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NZD1M,TOK,close,NDDRA CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NZD2M,TOK,close,NDDRB CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NZD3M,TOK,close,NDDRC CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NZD4M,TOK,close,NDDRD CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NZD6M,TOK,close,NDDRF CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NZD9M,TOK,close,NDDRI CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NZD1Y,TOK,close,NDDR1 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NZD2Y,TOK,close,NDDR2 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NZD3Y,TOK,close,NDDR3 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NZD5Y,TOK,close,NDDR5 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CADON,TOK,close,CDDR1T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CADTN,TOK,close,CDDR2T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CADSN,TOK,close,CDDR3T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CAD1W,TOK,close,CDDR1Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CAD2W,TOK,close,CDDR2Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CAD3W,TOK,close,CDDR3Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CAD1M,TOK,close,CDDRA CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CAD2M,TOK,close,CDDRB CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CAD3M,TOK,close,CDDRC CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CAD4M,TOK,close,CDDRD CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CAD6M,TOK,close,CDDRF CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CAD9M,TOK,close,CDDRI CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CAD1Y,TOK,close,CDDR1 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CAD2Y,TOK,close,CDDR2 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CAD3Y,TOK,close,CDDR3 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,CAD5Y,TOK,close,CDDR5 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NOKON,TOK,close,NKDR1T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NOKTN,TOK,close,NKDR2T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NOKSN,TOK,close,NKDR3T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NOK1W,TOK,close,NKDR1Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NOK2W,TOK,close,NKDR2Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NOK3W,TOK,close,NKDR3Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NOK1M,TOK,close,NKDRA CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NOK2M,TOK,close,NKDRB CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NOK3M,TOK,close,NKDRC CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NOK4M,TOK,close,NKDRD CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NOK6M,TOK,close,NKDRF CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NOK9M,TOK,close,NKDRI CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NOK1Y,TOK,close,NKDR1 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NOK2Y,TOK,close,NKDR2 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NOK3Y,TOK,close,NKDR3 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,NOK5Y,TOK,close,NKDR5 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,SEKON,TOK,close,SKDR1T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,SEKTN,TOK,close,SKDR2T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,SEKSN,TOK,close,SKDR3T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,SEK1W,TOK,close,SKDR1Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,SEK2W,TOK,close,SKDR2Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,SEK3W,TOK,close,SKDR3Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,SEK1M,TOK,close,SKDRA CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,SEK2M,TOK,close,SKDRB CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,SEK3M,TOK,close,SKDRC CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,SEK4M,TOK,close,SKDRD CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,SEK6M,TOK,close,SKDRF CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,SEK9M,TOK,close,SKDRI CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,SEK1Y,TOK,close,SKDR1 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,SEK2Y,TOK,close,SKDR2 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,SEK3Y,TOK,close,SKDR3 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,SEK5Y,TOK,close,SKDR5 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,JPYON,TOK,close,JYDR1T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,JPYTN,TOK,close,JYDR2T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,JPYSN,TOK,close,JYDR3T CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,JPY1W,TOK,close,JYDR1Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,JPY2W,TOK,close,JYDR2Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,JPY3W,TOK,close,JYDR3Z CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,JPY1M,TOK,close,JYDRA CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,JPY2M,TOK,close,JYDRB CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,JPY3M,TOK,close,JYDRC CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,JPY4M,TOK,close,JYDRD CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,JPY6M,TOK,close,JYDRF CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,JPY9M,TOK,close,JYDRI CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,JPY1Y,TOK,close,JYDR1 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,JPY2Y,TOK,close,JYDR2 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,JPY3Y,TOK,close,JYDR3 CMPT Index,8:00pm TOK
base-depos,bloomberg,daily,JPY5Y,TOK,close,JYDR5 CMPT Index,8:00pm TOK
