category,data_source,freq,tickers,cut,fields,vendor_tickers,local-close,ldn-close,,
crypto,binance,"intraday,daily",WTCXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",WTCBTC,LOC,,,
crypto,binance,"intraday,daily",TNTXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",TNTBTC,LOC,,,
crypto,binance,"intraday,daily",CNDXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",CNDBTC,LOC,,,
crypto,binance,"intraday,daily",XRPXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",XRPBTC,LOC,,,
crypto,binance,"intraday,daily",ELFXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",ELFBTC,LOC,,,
crypto,binance,"intraday,daily",XLMXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",XLMBTC,LOC,,,
crypto,binance,"intraday,daily",ICXXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",ICXBTC,LOC,,,
crypto,binance,"intraday,daily",TNBXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",TNBBTC,LOC,,,
crypto,binance,"intraday,daily",EOSXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",EOSBTC,LOC,,,
crypto,binance,"intraday,daily",NEOUSDT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",NEOUSDT,LOC,,,
crypto,binance,"intraday,daily",NEOXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",NEOBTC,LOC,,,
crypto,binance,"intraday,daily",EOSXET,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",EOSETH,LOC,,,
crypto,binance,"intraday,daily",BNBXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",BNBBTC,LOC,,,
crypto,binance,"intraday,daily",BNBUSDT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",BNBUSDT,LOC,,,
crypto,binance,"intraday,daily",VENXET,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",VENETH,LOC,,,
crypto,binance,"intraday,daily",ADAXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",ADABTC,LOC,,,
crypto,binance,"intraday,daily",XRPXET,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",XRPETH,LOC,,,
crypto,binance,"intraday,daily",ICXXET,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",ICXETH,LOC,,,
crypto,binance,"intraday,daily",IOSTXET,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",IOSTETH,LOC,,,
crypto,binance,"intraday,daily",POEXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",POEBTC,LOC,,,
crypto,binance,"intraday,daily",XLMXET,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",XLMETH,LOC,,,
crypto,binance,"intraday,daily",PIVXXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",PIVXBTC,LOC,,,
crypto,binance,"intraday,daily",HSRXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",HSRBTC,LOC,,,
crypto,binance,"intraday,daily",NEOXET,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",NEOETH,LOC,,,
crypto,binance,"intraday,daily",XVGXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",XVGBTC,LOC,,,
crypto,binance,"intraday,daily",CNDXET,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",CNDETH,LOC,,,
crypto,binance,"intraday,daily",TNTXET,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",TNTETH,LOC,,,
crypto,binance,"intraday,daily",XLCXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",LTCBTC,LOC,,,
crypto,binance,"intraday,daily",LENDXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",LENDBTC,LOC,,,
crypto,binance,"intraday,daily",AMBXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",AMBBTC,LOC,,,
crypto,binance,"intraday,daily",TNBXET,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",TNBETH,LOC,,,
crypto,binance,"intraday,daily",ELFXET,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",ELFETH,LOC,,,
crypto,binance,"intraday,daily",CDTXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",CDTBTC,LOC,,,
crypto,binance,"intraday,daily",NEBLXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",NEBLBTC,LOC,,,
crypto,binance,"intraday,daily",BCCXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",BCCBTC,LOC,,,
crypto,binance,"intraday,daily",BCDXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",BCDBTC,LOC,,,
crypto,binance,"intraday,daily",MANAXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",MANABTC,LOC,,,
crypto,binance,"intraday,daily",ADAXET,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",ADAETH,LOC,,,
crypto,binance,"intraday,daily",VIBEXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",VIBEBTC,LOC,,,
crypto,binance,"intraday,daily",BATXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",BATBTC,LOC,,,
crypto,binance,"intraday,daily",GTOXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",GTOBTC,LOC,,,
crypto,binance,"intraday,daily",ENJXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",ENJBTC,LOC,,,
crypto,binance,"intraday,daily",IOTAXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",IOTABTC,LOC,,,
crypto,bitfinex,"intraday,daily",XBTUSD,LOC,"open,close,high,low,volume",BTCUSD,LOC,,,
crypto,bitfinex,"intraday,daily",XETUSD,LOC,"open,close,high,low,volume",ETHUSD,LOC,,,
crypto,bitfinex,"intraday,daily",XRPUSD,LOC,"open,close,high,low,volume",XRPUSD,LOC,,,
crypto,bitfinex,"intraday,daily",EOSUSD,LOC,"open,close,high,low,volume",EOSUSD,LOC,,,
crypto,bitfinex,"intraday,daily",XETXBT,LOC,"open,close,high,low,volume",ETHBTC,LOC,,,
crypto,bitfinex,"intraday,daily",USDTUSD,LOC,"open,close,high,low,volume",USDTUSD,LOC,,,
crypto,bitfinex,"intraday,daily",BTCEUR,LOC,"open,close,high,low,volume",BTCEUR,LOC,,,
crypto,bitfinex,"intraday,daily",NEOUSD,LOC,"open,close,high,low,volume",NEOUSD,LOC,,,
crypto,bitfinex,"intraday,daily",MIOTAUSD,LOC,"open,close,high,low,volume",MIOTAUSD,LOC,,,
crypto,bitfinex,"intraday,daily",XLCUSD,LOC,"open,close,high,low,volume",LTCUSD,LOC,,,
crypto,bitfinex,"intraday,daily",BCHUSD,LOC,"open,close,high,low,volume",BCHUSD,LOC,,,
crypto,bitfinex,"intraday,daily",BCHXBT,LOC,"open,close,high,low,volume",BCHBTC,LOC,,,
crypto,bitfinex,"intraday,daily",EOSXBT,LOC,"open,close,high,low,volume",EOSBTC,LOC,,,
crypto,bitfinex,"intraday,daily",OMGUSD,LOC,"open,close,high,low,volume",OMGUSD,LOC,,,
crypto,bitfinex,"intraday,daily",EOSXET,LOC,"open,close,high,low,volume",EOSETH,LOC,,,
crypto,bitfinex,"intraday,daily",ETCUSD,LOC,"open,close,high,low,volume",ETCUSD,LOC,,,
crypto,bitfinex,"intraday,daily",MIOTAXBT,LOC,"open,close,high,low,volume",MIOTABTC,LOC,,,
crypto,bitfinex,"intraday,daily",XRPXBT,LOC,"open,close,high,low,volume",XRPBTC,LOC,,,
crypto,bitfinex,"intraday,daily",DASHUSD,LOC,"open,close,high,low,volume",DASHUSD,LOC,,,
crypto,bitfinex,"intraday,daily",XLCXBT,LOC,"open,close,high,low,volume",LTCBTC,LOC,,,
crypto,bitfinex,"intraday,daily",NEOXBT,LOC,"open,close,high,low,volume",NEOBTC,LOC,,,
crypto,bitfinex,"intraday,daily",ELFUSD,LOC,"open,close,high,low,volume",ELFUSD,LOC,,,
crypto,bitfinex,"intraday,daily",XMRUSD,LOC,"open,close,high,low,volume",XMRUSD,LOC,,,
crypto,bitfinex,"intraday,daily",ELFXBT,LOC,"open,close,high,low,volume",ELFBTC,LOC,,,
crypto,bitfinex,"intraday,daily",OMGXBT,LOC,"open,close,high,low,volume",OMGBTC,LOC,,,
crypto,bitfinex,"intraday,daily",TRXUSD,LOC,"open,close,high,low,volume",TRXUSD,LOC,,,
crypto,bitfinex,"intraday,daily",ZECUSD,LOC,"open,close,high,low,volume",ZECUSD,LOC,,,
crypto,bitfinex,"intraday,daily",DASHXBT,LOC,"open,close,high,low,volume",DASHBTC,LOC,,,
crypto,bitfinex,"intraday,daily",ETCXBT,LOC,"open,close,high,low,volume",ETCBTC,LOC,,,
crypto,bitfinex,"intraday,daily",ZECXBT,LOC,"open,close,high,low,volume",ZECBTC,LOC,,,
crypto,bitfinex,"intraday,daily",XMRXBT,LOC,"open,close,high,low,volume",XMRBTC,LOC,,,
crypto,bitfinex,"intraday,daily",ELFXET,LOC,"open,close,high,low,volume",ELFETH,LOC,,,
crypto,bitfinex,"intraday,daily",MIOTAXET,LOC,"open,close,high,low,volume",MIOTAETH,LOC,,,
crypto,bitfinex,"intraday,daily",TRXXBT,LOC,"open,close,high,low,volume",TRXBTC,LOC,,,
crypto,bitfinex,"intraday,daily",BTGUSD,LOC,"open,close,high,low,volume",BTGUSD,LOC,,,
crypto,bitfinex,"intraday,daily",GNTUSD,LOC,"open,close,high,low,volume",GNTUSD,LOC,,,
crypto,bitfinex,"intraday,daily",TNBUSD,LOC,"open,close,high,low,volume",TNBUSD,LOC,,,
crypto,bitfinex,"intraday,daily",BTGXBT,LOC,"open,close,high,low,volume",BTGBTC,LOC,,,
crypto,bitfinex,"intraday,daily",MIOTAEUR,LOC,"open,close,high,low,volume",MIOTAEUR,LOC,,,
crypto,bitfinex,"intraday,daily",AIDUSD,LOC,"open,close,high,low,volume",AIDUSD,LOC,,,
crypto,bitfinex,"intraday,daily",NEOXET,LOC,"open,close,high,low,volume",NEOETH,LOC,,,
crypto,bitfinex,"intraday,daily",SANUSD,LOC,"open,close,high,low,volume",SANUSD,LOC,,,
crypto,bitfinex,"intraday,daily",QTUMUSD,LOC,"open,close,high,low,volume",QTUMUSD,LOC,,,
crypto,bitfinex,"intraday,daily",EDOUSD,LOC,"open,close,high,low,volume",EDOUSD,LOC,,,
crypto,bitfinex,"intraday,daily",SNTUSD,LOC,"open,close,high,low,volume",SNTUSD,LOC,,,
crypto,bitfinex,"intraday,daily",QSHUSD,LOC,"open,close,high,low,volume",QSHUSD,LOC,,,
crypto,bitfinex,"intraday,daily",GNTXBT,LOC,"open,close,high,low,volume",GNTBTC,LOC,,,
crypto,bitfinex,"intraday,daily",BCHXET,LOC,"open,close,high,low,volume",BCHETH,LOC,,,
crypto,bitfinex,"intraday,daily",SNGUSD,LOC,"open,close,high,low,volume",SNGUSD,LOC,,,
crypto,bitfinex,"intraday,daily",ZRXUSD,LOC,"open,close,high,low,volume",ZRXUSD,LOC,,,
crypto,gdax,"intraday,daily",XBTUSD,LOC,"low,high,open,close,volume",BTC-USD,LOC,,,
crypto,gdax,"intraday,daily",XETUSD,LOC,"low,high,open,close,volume",ETH-USD,LOC,,,
crypto,gdax,"intraday,daily",XLCUSD,LOC,"low,high,open,close,volume",LTC-USD,LOC,,,
crypto,gdax,"intraday,daily",XBTEUR,LOC,"low,high,open,close,volume",BTC-EUR,LOC,,,
crypto,gdax,"intraday,daily",XETXBT,LOC,"low,high,open,close,volume",ETH-BTC,LOC,,,
crypto,gdax,"intraday,daily",XBTGBP,LOC,"low,high,open,close,volume",BTC-GBP,LOC,,,
crypto,gdax,"intraday,daily",XLCXBT,LOC,"low,high,open,close,volume",LTC-BTC,LOC,,,
crypto,kraken,tick,XBTEUR,LOC,"close,volume,buy-sell,market-limit,miscellaneous",XBTEUR,LOC,,,
crypto,kraken,tick,XETEUR,LOC,"close,volume,buy-sell,market-limit,miscellaneous",ETHEUR,LOC,,,
crypto,kraken,tick,XETUSD,LOC,"close,volume,buy-sell,market-limit,miscellaneous",ETHUSD,LOC,,,
crypto,kraken,tick,XBTUSD,LOC,"close,volume,buy-sell,market-limit,miscellaneous",XBTUSD,LOC,,,
crypto,kraken,tick,XETXBT,LOC,"close,volume,buy-sell,market-limit,miscellaneous",ETHXBT,LOC,,,
crypto,kraken,tick,XRPEUR,LOC,"close,volume,buy-sell,market-limit,miscellaneous",XRPEUR,LOC,,,
crypto,kraken,tick,XRPUSD,LOC,"close,volume,buy-sell,market-limit,miscellaneous",XRPUSD,LOC,,,
crypto,kraken,tick,XRPXBT,LOC,"close,volume,buy-sell,market-limit,miscellaneous",XRPXBT,LOC,,,
crypto,kraken,tick,XLMXBT,LOC,"close,volume,buy-sell,market-limit,miscellaneous",XLMXBT,LOC,,,
crypto,kraken,tick,EOSXBT,LOC,"close,volume,buy-sell,market-limit,miscellaneous",EOSXBT,LOC,,,
crypto,kraken,tick,USDTUSD,LOC,"close,volume,buy-sell,market-limit,miscellaneous",USDTUSD,LOC,,,
crypto,kraken,tick,BCHEUR,LOC,"close,volume,buy-sell,market-limit,miscellaneous",BCHEUR,LOC,,,
crypto,kraken,tick,XLCEUR,LOC,"close,volume,buy-sell,market-limit,miscellaneous",LTCEUR,LOC,,,
crypto,kraken,tick,ETCXBT,LOC,"close,volume,buy-sell,market-limit,miscellaneous",ETCXBT,LOC,,,
crypto,kraken,tick,EOSXET,LOC,"close,volume,buy-sell,market-limit,miscellaneous",EOSETH,LOC,,,
crypto,kraken,tick,ETCEUR,LOC,"close,volume,buy-sell,market-limit,miscellaneous",ETCEUR,LOC,,,
crypto,kraken,tick,BCHXBT,LOC,"close,volume,buy-sell,market-limit,miscellaneous",BCHXBT,LOC,,,
crypto,kraken,tick,BCHUSD,LOC,"close,volume,buy-sell,market-limit,miscellaneous",BCHUSD,LOC,,,
crypto,kraken,tick,XLCXBT,LOC,"close,volume,buy-sell,market-limit,miscellaneous",LTCXBT,LOC,,,
crypto,kraken,tick,XLCUSD,LOC,"close,volume,buy-sell,market-limit,miscellaneous",LTCUSD,LOC,,,
crypto,kraken,tick,ETCUSD,LOC,"close,volume,buy-sell,market-limit,miscellaneous",ETCUSD,LOC,,,
crypto,kraken,tick,XMREUR,LOC,"close,volume,buy-sell,market-limit,miscellaneous",XMREUR,LOC,,,
crypto,kraken,tick,ICNXBT,LOC,"close,volume,buy-sell,market-limit,miscellaneous",ICNXBT,LOC,,,
crypto,kraken,tick,DASHEUR,LOC,"close,volume,buy-sell,market-limit,miscellaneous",DASHEUR,LOC,,,
crypto,kraken,tick,ETCXET,LOC,"close,volume,buy-sell,market-limit,miscellaneous",ETCETH,LOC,,,
crypto,kraken,tick,XMRUSD,LOC,"close,volume,buy-sell,market-limit,miscellaneous",XMRUSD,LOC,,,
crypto,kraken,tick,XMRXBT,LOC,"close,volume,buy-sell,market-limit,miscellaneous",XMRXBT,LOC,,,
crypto,kraken,tick,DASHXBT,LOC,"close,volume,buy-sell,market-limit,miscellaneous",DASHXBT,LOC,,,
crypto,kraken,tick,REPEUR,LOC,"close,volume,buy-sell,market-limit,miscellaneous",REPEUR,LOC,,,
crypto,kraken,tick,ZECEUR,LOC,"close,volume,buy-sell,market-limit,miscellaneous",ZECEUR,LOC,,,
crypto,kraken,tick,ICNXET,LOC,"close,volume,buy-sell,market-limit,miscellaneous",ICNETH,LOC,,,
crypto,kraken,tick,DASHUSD,LOC,"close,volume,buy-sell,market-limit,miscellaneous",DASHUSD,LOC,,,
crypto,kraken,tick,XBTCAD,LOC,"close,volume,buy-sell,market-limit,miscellaneous",XBTCAD,LOC,,,
crypto,kraken,tick,ZECXBT,LOC,"close,volume,buy-sell,market-limit,miscellaneous",ZECXBT,LOC,,,
crypto,kraken,tick,REPXET,LOC,"close,volume,buy-sell,market-limit,miscellaneous",REPETH,LOC,,,
crypto,kraken,tick,XETCAD,LOC,"close,volume,buy-sell,market-limit,miscellaneous",ETHCAD,LOC,,,
crypto,kraken,tick,GNOXET,LOC,"close,volume,buy-sell,market-limit,miscellaneous",GNOETH,LOC,,,
crypto,kraken,tick,GNOXBT,LOC,"close,volume,buy-sell,market-limit,miscellaneous",GNOXBT,LOC,,,
crypto,kraken,tick,REPXBT,LOC,"close,volume,buy-sell,market-limit,miscellaneous",REPXBT,LOC,,,
crypto,kraken,tick,ZECUSD,LOC,"close,volume,buy-sell,market-limit,miscellaneous",ZECUSD,LOC,,,
crypto,kraken,tick,MLNXBT,LOC,"close,volume,buy-sell,market-limit,miscellaneous",MLNXBT,LOC,,,
crypto,kraken,tick,DOGEXBT,LOC,"close,volume,buy-sell,market-limit,miscellaneous",DOGEXBT,LOC,,,
crypto,kraken,tick,XBTJPY,LOC,"close,volume,buy-sell,market-limit,miscellaneous",XBTJPY,LOC,,,
crypto,kraken,tick,MLNXET,LOC,"close,volume,buy-sell,market-limit,miscellaneous",MLNETH,LOC,,,
crypto,kraken,tick,XETJPY,LOC,"close,volume,buy-sell,market-limit,miscellaneous",ETHJPY,LOC,,,
crypto,huobi,daily,XBTUSD,LOC,"amount,close,count,high,low,open,volume",btcusdt,LOC,,,
crypto,huobi,tick,XBTUSD,LOC,"amount,close,count,high,low,open,volume",btcusdt,LOC,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
