category,data_source,freq,tickers,cut,fields,vendor_tickers,local-close,ldn-close,,
fx,bloomberg,daily,USDMYR,10AM,"close,open,high,low",USDMYR F100 Curncy,10:00am NYC,,,
fx,bloomberg,daily,USDINR,10AM,"close,open,high,low",USDINR F100 Curncy,10:00am NYC,,,
fx,bloomberg,daily,USDIDR,10AM,"close,open,high,low",USDIDR F100 Curncy,10:00am NYC,,,
fx,bloomberg,daily,USDSGD,10AM,"close,open,high,low",USDSGD F100 Curncy,10:00am NYC,,,
fx,bloomberg,daily,USDCNY,10AM,"close,open,high,low",USDCNY F100 Curncy,10:00am NYC,,,
fx,bloomberg,daily,USDCNH,10AM,"close,open,high,low",USDCNH F100 Curncy,10:00am NYC,,,
fx,bloomberg,daily,XAUUSD,10AM,"close,open,high,low",XAUUSD F100 Curncy,10:00am NYC,,,
fx,bloomberg,daily,XAGUSD,10AM,"close,open,high,low",XAGUSD F100 Curncy,10:00am NYC,,,
fx-tot,bloomberg,daily,EURUSD,NYC,"close,open,high,low",EURUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,GBPUSD,NYC,"close,open,high,low",GBPUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,AUDUSD,NYC,"close,open,high,low",AUDUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,NZDUSD,NYC,"close,open,high,low",NZDUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,USDUSD,NYC,"close,open,high,low",USD Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,CADUSD,NYC,"close,open,high,low",CADUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,CHFUSD,NYC,"close,open,high,low",CHFUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,NOKUSD,NYC,"close,open,high,low",NOKUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,SEKUSD,NYC,"close,open,high,low",SEKUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,JPYUSD,NYC,"close,open,high,low",JPYUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,BRLUSD,NYC,"close,open,high,low",BRLUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,MXNUSD,NYC,"close,open,high,low",MXNUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,CLPUSD,NYC,"close,open,high,low",CLPUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,COPUSD,NYC,"close,open,high,low",COPUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,PLNUSD,NYC,"close,open,high,low",PLNUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,HUFUSD,NYC,"close,open,high,low",HUFUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,CZKUSD,NYC,"close,open,high,low",CZKUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,ILSUSD,NYC,"close,open,high,low",ILSUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,RUBUSD,NYC,"close,open,high,low",RUBUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,ZARUSD,NYC,"close,open,high,low",ZARUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,TRYUSD,NYC,"close,open,high,low",TRYUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,KRWUSD,NYC,"close,open,high,low",KRWUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,TWDUSD,NYC,"close,open,high,low",TWDUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,MYRUSD,NYC,"close,open,high,low",MYRUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,INRUSD,NYC,"close,open,high,low",INRUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,IDRUSD,NYC,"close,open,high,low",IDRUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,SGDUSD,NYC,"close,open,high,low",SGDUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,CNYUSD,NYC,"close,open,high,low",CNYUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot,bloomberg,daily,CHNUSD,NYC,"close,open,high,low",CHNUSDCR CMPN Curncy,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,EURUSD,NYC,close,BTSFEUUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,GBPUSD,NYC,close,BTSFGBUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,AUDUSD,NYC,close,BTSFAUUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,NZDUSD,NYC,close,BTSFNZUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,USDUSD,NYC,close,USD Curncy,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,CADUSD,NYC,close,BTSFCAUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,CHFUSD,NYC,close,BTSFCHUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,NOKUSD,NYC,close,BTSFNOUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,SEKUSD,NYC,close,BTSFSEUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,JPYUSD,NYC,close,BTSFJPUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,BRLUSD,NYC,close,BTSFBRUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,MXNUSD,NYC,close,BTSFMXUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,CLPUSD,NYC,close,BTSFCLUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,COPUSD,NYC,close,BTSFCOUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,PLNUSD,NYC,close,BTSFPLUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,HUFUSD,NYC,close,BTSFHUUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,CZKUSD,NYC,close,BTSFCZUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,ILSUSD,NYC,close,BTSFILUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,RUBUSD,NYC,close,BTSFRUUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,ZARUSD,NYC,close,BTSFZAUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,TRYUSD,NYC,close,BTSFTRUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,KRWUSD,NYC,close,BTSFKRUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,TWDUSD,NYC,close,BTSFTWUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,MYRUSD,NYC,close,BTSFMYUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,INRUSD,NYC,close,BTSFINUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,IDRUSD,NYC,close,BTSFIDUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,SGDUSD,NYC,close,BTSFSGUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,CNYUSD,NYC,close,BTSFCNUS Index,5:00pm NYC,,,
fx-tot-forwards,bloomberg,daily,CHNUSD,NYC,close,BTSFC1US Index,5:00pm NYC,,,
fx,bloomberg,intraday,EURUSD,NYC,"close,open,high,low,volume,events",EURUSD CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,GBPUSD,NYC,"close,open,high,low,volume,events",GBPUSD CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,AUDUSD,NYC,"close,open,high,low,volume,events",AUDUSD CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,NZDUSD,NYC,"close,open,high,low,volume,events",NZDUSD CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,USDUSD,NYC,"close,open,high,low,volume,events",USD CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,USDCAD,NYC,"close,open,high,low,volume,events",USDCAD CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,USDCHF,NYC,"close,open,high,low,volume,events",USDCHF CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,USDNOK,NYC,"close,open,high,low,volume,events",USDNOK CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,USDSEK,NYC,"close,open,high,low,volume,events",USDSEK CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,USDJPY,NYC,"close,open,high,low,volume,events",USDJPY CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,XAGUSD,NYC,"close,open,high,low",XAGUSD CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,XAUUSD,NYC,"close,open,high,low",XAUUSD CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,USDPLN,NYC,"close,open,high,low",USDPLN CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,USDHUF,NYC,"close,open,high,low",USDHUF CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,USDCZK,NYC,"close,open,high,low",USDCZK CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,USDTRY,NYC,"close,open,high,low",USDTRY CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,USDZAR,NYC,"close,open,high,low",USDZAR CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,USDRUB,NYC,"close,open,high,low",USDRUB CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,USDMXN,NYC,"close,open,high,low",USDMXN CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,USDSGD,NYC,"close,open,high,low",USDSGD CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,USDCNH,NYC,"close,open,high,low",USDCNH CMPN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,XBTUSD,NYC,"close,open,high,low",XBTUSD BGN Curncy,5:00pm NYC,,,
fx,bloomberg,intraday,XBTUSD,BSTP,"close,open,high,low",XBTUSD BSTP Curncy,Local close,,,
fx,bloomberg,intraday,XETUSD,BSTP,"close,open,high,low",XETUSD BSTP Curncy,Local close,,,
fx,bloomberg,intraday,XLCUSD,BSTP,"close,open,high,low",XLCUSD BSTP Curncy,Local close,,,
fx,bloomberg,intraday,XRPUSD,BSTP,"close,open,high,low",XRPUSD BSTP Curncy,Local close,,,
events,bloomberg,daily,USD-US Initial Jobless Claims SA,NYC,"close,actual-release,survey-median,survey-average,survey-high,survey-low,number-observations,release-dt,release-date-time-full,first-revision,first-revision-date",INJCJC   Index,,,,
events,bloomberg,daily,USD-US Employees on Nonfarm Payrolls Total MoM Net Change SA,NYC,"close,actual-release,survey-median,survey-average,survey-high,survey-low,number-observations,release-dt,release-date-time-full,first-revision,first-revision-date",NFP TCH  Index,,,,
events,bloomberg,daily,USD-U-3 US Unemployment Rate Total in Labor Force Seasonally Adjusted,NYC,"close,actual-release,survey-median,survey-average,survey-high,survey-low,number-observations,release-dt,release-date-time-full,first-revision,first-revision-date",USURTOT  Index,,,,
events,bloomberg,daily,USD-Adjusted Retail & Food Services Sales SA Total Monthly % Change,NYC,"close,actual-release,survey-median,survey-average,survey-high,survey-low,number-observations,release-dt,release-date-time-full,first-revision,first-revision-date",RSTAMOM  Index,,,,
events,bloomberg,daily,USD-ISM Manufacturing PMI SA,NYC,"close,actual-release,survey-median,survey-average,survey-high,survey-low,number-observations,release-dt,release-date-time-full,first-revision,first-revision-date",NAPMPMI  Index,,,,
events,bloomberg,daily,USD-Federal Funds Target Rate - Upper Bound,NYC,"close,actual-release,survey-median,survey-average,survey-high,survey-low,number-observations,release-dt,release-date-time-full,first-revision,first-revision-date",FDTR     Index,,,,
events,bloomberg,daily,USD-GDP US Chained 2009 Dollars QoQ SAAR,NYC,"close,actual-release,survey-median,survey-average,survey-high,survey-low,number-observations,release-dt,release-date-time-full,first-revision,first-revision-date",GDP CQOQ Index,,,,
events,bloomberg,daily,USD-ADP National Employment Report SA Private Nonfarm Level Change,NYC,"close,actual-release,survey-median,survey-average,survey-high,survey-low,number-observations,release-dt,release-date-time-full,first-revision,first-revision-date",ADP CHNG Index,,,,
events,bloomberg,daily,USD-MNI Chicago Business Barometer (sa),NYC,"close,actual-release,survey-median,survey-average,survey-high,survey-low,number-observations,release-dt,release-date-time-full,first-revision,first-revision-date",CHPMINDX Index,,,,
events,bloomberg,daily,USD-US CPI Urban Consumers MoM SA,NYC,"close,actual-release,survey-median,survey-average,survey-high,survey-low,number-observations,release-dt,release-date-time-full,first-revision,first-revision-date",CPI CHNG Index,,,,
events,bloomberg,daily,USD-Conference Board Consumer Confidence SA 1985=100,NYC,"close,actual-release,survey-median,survey-average,survey-high,survey-low,number-observations,release-dt,release-date-time-full,first-revision,first-revision-date",CONCCONF Index,,,,
events,bloomberg,daily,USD-US Durable Goods New Orders Industries MoM SA,NYC,"close,actual-release,survey-median,survey-average,survey-high,survey-low,number-observations,release-dt,release-date-time-full,first-revision,first-revision-date",DGNOCHNG Index,,,,
events,bloomberg,daily,USD-US Industrial Production MoM 2007=100 SA,NYC,"close,actual-release,survey-median,survey-average,survey-high,survey-low,number-observations,release-dt,release-date-time-full,first-revision,first-revision-date",IP  CHNG Index,,,,
crypto,bitcoincharts,tick,XBTPLN_abucoins,LOC,"close,volume",abucoinsPLN,LOC,,,
crypto,bitcoincharts,tick,XBTEUR_bc,LOC,"close,volume",bcEUR,LOC,,,
crypto,bitcoincharts,tick,XBTILS_bit2c,LOC,"close,volume",bit2cILS,LOC,,,
crypto,bitcoincharts,tick,XBTPLN_bitbay,LOC,"close,volume",bitbayPLN,LOC,,,
crypto,bitcoincharts,tick,XBTUSD_bitbay,LOC,"close,volume",bitbayUSD,LOC,,,
crypto,bitcoincharts,tick,XBTJPY_bitflyer,LOC,"close,volume",bitflyerJPY,LOC,,,
crypto,bitcoincharts,tick,XBTPLN_bitmarket,LOC,"close,volume",bitmarketPLN,LOC,,,
crypto,bitcoincharts,tick,XBTUSD_bitstamp,LOC,"close,volume",bitstampUSD,LOC,,,
crypto,bitcoincharts,tick,XBTIDR_bitx,LOC,"close,volume",bitxIDR,LOC,,,
crypto,bitcoincharts,tick,XBTMYR_bitx,LOC,"close,volume",bitxMYR,LOC,,,
crypto,bitcoincharts,tick,XBTNGN_bitx,LOC,"close,volume",bitxNGN,LOC,,,
crypto,bitcoincharts,tick,XBTZAR_bitx,LOC,"close,volume",bitxZAR,LOC,,,
crypto,bitcoincharts,tick,XBTUSD_btcalpha,LOC,"close,volume",btcalphaUSD,LOC,,,
crypto,bitcoincharts,tick,XBTJPY_btcbox,LOC,"close,volume",btcboxJPY,LOC,,,
crypto,bitcoincharts,tick,XBTEUR_btcde,LOC,"close,volume",btcdeEUR,LOC,,,
crypto,bitcoincharts,tick,XBTAUD_btcmarkets,LOC,"close,volume",btcmarketsAUD,LOC,,,
crypto,bitcoincharts,tick,XBTIDR_btcoid,LOC,"close,volume",btcoidIDR,LOC,,,
crypto,bitcoincharts,tick,XBTEUR_cex,LOC,"close,volume",cexEUR,LOC,,,
crypto,bitcoincharts,tick,XBTUSD_cex,LOC,"close,volume",cexUSD,LOC,,,
crypto,bitcoincharts,tick,XBTEUR_coinbase,LOC,"close,volume",coinbaseEUR,LOC,,,
crypto,bitcoincharts,tick,XBTGBP_coinbase,LOC,"close,volume",coinbaseGBP,LOC,,,
crypto,bitcoincharts,tick,XBTUSD_coinbase,LOC,"close,volume",coinbaseUSD,LOC,,,
crypto,bitcoincharts,tick,XBTJPY_coincheck,LOC,"close,volume",coincheckJPY,LOC,,,
crypto,bitcoincharts,tick,XBTEUR_coinfalcon,LOC,"close,volume",coinfalconEUR,LOC,,,
crypto,bitcoincharts,tick,XBTGBP_coinfloor,LOC,"close,volume",coinfloorGBP,LOC,,,
crypto,bitcoincharts,tick,XBTRUB_coinsbank,LOC,"close,volume",coinsbankRUB,LOC,,,
crypto,bitcoincharts,tick,XBTUSD_coinsbank,LOC,"close,volume",coinsbankUSD,LOC,,,
crypto,bitcoincharts,tick,XBTJPY_fisco,LOC,"close,volume",fiscoJPY,LOC,,,
crypto,bitcoincharts,tick,XBTBRL_foxbit,LOC,"close,volume",foxbitBRL,LOC,,,
crypto,bitcoincharts,tick,XBTUSD_getbtc,LOC,"close,volume",getbtcUSD,LOC,,,
crypto,bitcoincharts,tick,XBTEUR_itbit,LOC,"close,volume",itbitEUR,LOC,,,
crypto,bitcoincharts,tick,XBTSGD_itbit,LOC,"close,volume",itbitSGD,LOC,,,
crypto,bitcoincharts,tick,XBTUSD_itbit,LOC,"close,volume",itbitUSD,LOC,,,
crypto,bitcoincharts,tick,XBTKRW_korbit,LOC,"close,volume",korbitKRW,LOC,,,
crypto,bitcoincharts,tick,XBTCAD_kraken,LOC,"close,volume",krakenCAD,LOC,,,
crypto,bitcoincharts,tick,XBTEUR_kraken,LOC,"close,volume",krakenEUR,LOC,,,
crypto,bitcoincharts,tick,XBTJPY_kraken,LOC,"close,volume",krakenJPY,LOC,,,
crypto,bitcoincharts,tick,XBTUSD_kraken,LOC,"close,volume",krakenUSD,LOC,,,
crypto,bitcoincharts,tick,XBTUSD_lake,LOC,"close,volume",lakeUSD,LOC,,,
crypto,bitcoincharts,tick,XBTAUD_localbtc,LOC,"close,volume",localbtcAUD,LOC,,,
crypto,bitcoincharts,tick,XBTCAD_localbtc,LOC,"close,volume",localbtcCAD,LOC,,,
crypto,bitcoincharts,tick,XBTEUR_localbtc,LOC,"close,volume",localbtcEUR,LOC,,,
crypto,bitcoincharts,tick,XBTGBP_localbtc,LOC,"close,volume",localbtcGBP,LOC,,,
crypto,bitcoincharts,tick,XBTRUB_localbtc,LOC,"close,volume",localbtcRUB,LOC,,,
crypto,bitcoincharts,tick,XBTSEK_localbtc,LOC,"close,volume",localbtcSEK,LOC,,,
crypto,bitcoincharts,tick,XBTUSD_localbtc,LOC,"close,volume",localbtcUSD,LOC,,,
crypto,bitcoincharts,tick,XBTVEF_localbtc,LOC,"close,volume",localbtcVEF,LOC,,,
crypto,bitcoincharts,tick,XBTZAR_localbtc,LOC,"close,volume",localbtcZAR,LOC,,,
crypto,bitcoincharts,tick,XBTBRL_mrcd,LOC,"close,volume",mrcdBRL,LOC,,,
crypto,bitcoincharts,tick,XBTUSD_okcoin,LOC,"close,volume",okcoinUSD,LOC,,,
crypto,bitcoincharts,tick,XBTVEF_surbtc,LOC,"close,volume",surbtcVEF,LOC,,,
crypto,bitcoincharts,tick,XBTPKR_urdubit,LOC,"close,volume",urdubitPKR,LOC,,,
crypto,bitcoincharts,tick,XBTSLL_virwox,LOC,"close,volume",virwoxSLL,LOC,,,
crypto,bitcoincharts,tick,XBTEUR_wex,LOC,"close,volume",wexEUR,LOC,,,
crypto,bitcoincharts,tick,XBTRUB_wex,LOC,"close,volume",wexRUB,LOC,,,
crypto,bitcoincharts,tick,XBTUSD_wex,LOC,"close,volume",wexUSD,LOC,,,
crypto,bitcoincharts,tick,XBTJPY_zaif,LOC,"close,volume",zaifJPY,LOC,,,
crypto,bitcoincharts,tick,XBTEUR_zyado,LOC,"close,volume",zyadoEUR,LOC,,,
crypto,poloniex,"intraday,daily",XBTUSDT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",USDT_BTC,LOC,,,
crypto,poloniex,"intraday,daily",XRPXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_XRP,LOC,,,
crypto,poloniex,"intraday,daily",XETXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_ETH,LOC,,,
crypto,poloniex,"intraday,daily",XRPUSDT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",USDT_XRP,LOC,,,
crypto,poloniex,"intraday,daily",XETUSDT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",USDT_ETH,LOC,,,
crypto,poloniex,"intraday,daily",STRXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_STR,LOC,,,
crypto,poloniex,"intraday,daily",BCHXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_BCH,LOC,,,
crypto,poloniex,"intraday,daily",XMRXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_XMR,LOC,,,
crypto,poloniex,"intraday,daily",BCHUSDT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",USDT_BCH,LOC,,,
crypto,poloniex,"intraday,daily",STRUSDT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",USDT_STR,LOC,,,
crypto,poloniex,"intraday,daily",NXTUSDT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",USDT_NXT,LOC,,,
crypto,poloniex,"intraday,daily",XEMXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_XEM,LOC,,,
crypto,poloniex,"intraday,daily",NXTXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_NXT,LOC,,,
crypto,poloniex,"intraday,daily",XLCXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_LTC,LOC,,,
crypto,poloniex,"intraday,daily",LSKXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_LSK,LOC,,,
crypto,poloniex,"intraday,daily",ETCUSDT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",USDT_ETC,LOC,,,
crypto,poloniex,"intraday,daily",ETCXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_ETC,LOC,,,
crypto,poloniex,"intraday,daily",DASHXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_DASH,LOC,,,
crypto,poloniex,"intraday,daily",MAIDXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_MAID,LOC,,,
crypto,poloniex,"intraday,daily",SCXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_SC,LOC,,,
crypto,poloniex,"intraday,daily",BTSXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_BTS,LOC,,,
crypto,poloniex,"intraday,daily",STRATXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_STRAT,LOC,,,
crypto,poloniex,"intraday,daily",XLCUSDT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",USDT_LTC,LOC,,,
crypto,poloniex,"intraday,daily",XCPXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_XCP,LOC,,,
crypto,poloniex,"intraday,daily",XMRUSDT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",USDT_XMR,LOC,,,
crypto,poloniex,"intraday,daily",DOGEXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_DOGE,LOC,,,
crypto,poloniex,"intraday,daily",DGBXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_DGB,LOC,,,
crypto,poloniex,"intraday,daily",ZRXXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_ZRX,LOC,,,
crypto,poloniex,"intraday,daily",SYSXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_SYS,LOC,,,
crypto,poloniex,"intraday,daily",OMGXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_OMG,LOC,,,
crypto,poloniex,"intraday,daily",ZECXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_ZEC,LOC,,,
crypto,poloniex,"intraday,daily",REPXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_REP,LOC,,,
crypto,poloniex,"intraday,daily",DASHUSDT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",USDT_DASH,LOC,,,
crypto,poloniex,"intraday,daily",FCTXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_FCT,LOC,,,
crypto,poloniex,"intraday,daily",STEEMXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_STEEM,LOC,,,
crypto,poloniex,"intraday,daily",BCNXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_BCN,LOC,,,
crypto,poloniex,"intraday,daily",REPUSDT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",USDT_REP,LOC,,,
crypto,poloniex,"intraday,daily",ZECUSDT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",USDT_ZEC,LOC,,,
crypto,poloniex,"intraday,daily",BLKXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_BLK,LOC,,,
crypto,poloniex,"intraday,daily",GNTXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_GNT,LOC,,,
crypto,poloniex,"intraday,daily",EMC2XBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_EMC2,LOC,,,
crypto,poloniex,"intraday,daily",VRCXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_VRC,LOC,,,
crypto,poloniex,"intraday,daily",ARDRXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_ARDR,LOC,,,
crypto,poloniex,"intraday,daily",GAMEXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_GAME,LOC,,,
crypto,poloniex,"intraday,daily",PASCXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_PASC,LOC,,,
crypto,poloniex,"intraday,daily",STORJXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_STORJ,LOC,,,
crypto,poloniex,"intraday,daily",VTCXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_VTC,LOC,,,
crypto,poloniex,"intraday,daily",DCRXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_DCR,LOC,,,
crypto,poloniex,"intraday,daily",BURSTXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_BURST,LOC,,,
crypto,poloniex,"intraday,daily",GASXBT,LOC,"close,high,low,open,quote-volume,volume,weighted-average",BTC_GAS,LOC,,,
crypto,binance,"intraday,daily",XBTUSDT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",BTCUSDT,LOC,,,
crypto,binance,"intraday,daily",XETXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",ETHBTC,LOC,,,
crypto,binance,"intraday,daily",XETUSDT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",ETHUSDT,LOC,,,
crypto,binance,"intraday,daily",TRXXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",TRXBTC,LOC,,,
crypto,binance,"intraday,daily",IOSTXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",IOSTBTC,LOC,,,
crypto,binance,"intraday,daily",TRXXET,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",TRXETH,LOC,,,
crypto,binance,"intraday,daily",VENXBT,LOC,"open,high,low,close,volume,quote-asset-volume,trade-numbers,taker-buy-base-asset-volume,taker-buy-quote-asset-volume",VENBTC,LOC,,,
